[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   9831       tick          5802        374069      10111052 
      2   9831       tick          2242        559501      14983993 
      3   9831       tick          1614        552645      14867224 
      4   9831       tick          1462        553502      14877596 
      5   9831       tick          1395        551834      14883470 
      6   9831       tick          1296        551605      14887389 
      7   9831       tick          1510        546022      14824846 
      8   9831       tick          1632        552724      14849579 
      9   9831       tick          1399        550203      14867420 
     10   9831       tick          1311        553545      14858097 
     11   9831       tick          2098        553051      14835139 
     12   9831       tick          1602        550824      14857453 
     13   9831       tick          1785        548978      14858135 
     14   9831       tick          1685        552077      14845990 
     15   9831       tick          1745        550008      14861968 
     16   9831       tick          1830        548913      14822129 
     17   9831       tick          1542        551431      14792481 
     18   9831       tick          1719        551017      14858832 
     19   9831       tick          1570        549832      14829420 
     20   9831       tick          1617        551420      14849441 
     21   9831       tick          1471        550765      14862937 
     22   9831       tick          1436        552813      14838813 
     23   9831       tick          1602        552558      14862588 
     24   9831       tick          1649        552265      14860774 
     25   9831       tick          1267        549823      14895970 
     26   9831       tick          1890        546948      14807753 
     27   9831       tick          1369        552795      14853583 
     28   9831       tick          1766        551233      14842414 
     29   9831       tick          1667        551621      14844258 
     30   9831       tick          1411        554824      14867084 
     31   9831       tick          1458        552611      14874305 
     32   9831       tick          1451        552982      14871358 
     33   9831       tick          1262        553358      14867763 
     34   9831       tick          1779        551341      14857736 
     35   9831       tick          1467        546210      14843900 
     36   9831       tick          1433        549652      14870261 
     37   9831       tick          1829        548121      14850705 
     38   9831       tick          1467        550543      14860654 
     39   9831       tick          1370        550946      14887162 
     40   9831       tick          1397        550030      14879942 
     41   9831       tick          1334        551105      14880833 
     42   9831       tick          1436        550481      14890201 
     43   9831       tick          1623        545801      14842067 
     44   9831       tick          1453        551874      14856663 
     45   9831       tick          1504        549504      14880767 
     46   9831       tick          1609        552462      14871769 
     47   9831       tick          1368        552332      14849178 
     48   9831       tick          1407        553242      14847679 
     49   9831       tick          1298        551264      14882920 
     50   9831       tick          1526        551090      14867325 
     51   9831       tick          1254        548175      14834489 
     52   9831       tick          1317        553038      14867302 
     53   9831       tick          1637        552667      14849086 
     54   9831       tick          1258        549154      14895846 
     55   9831       tick          1555        554222      14858824 
     56   9831       tick          1344        552171      14863460 
     57   9831       tick          1727        550570      14848861 
     58   9831       tick          1494        552568      14863065 
     59   9831       tick          1501        547976      14856569 
     60   9831       tick          1382        552557      14868014 
     61   9831       tick          1414        551970      14859504 
     62   9831       tick          1507        553663      14851452 
     63   9831       tick          1548        548813      14880346 
     64   9831       exit          1763        399368      10824442 
