,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.143398408506667,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.052075074,2348953.0,2317928.769
std,0.030637874924676803,0.0,0.0,0.0,0.0,0.0,0.0,0.6300287007054179,34086.546960401894,32234.548588033824
min,3.099210234,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.039626,1998000.0,1972703.0
25%,3.1239621425,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.640558,2335000.0,2307818.25
50%,3.139244955,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.06022,2348000.0,2320210.5
75%,3.1644071990500002,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.448795,2361000.0,2333677.0
max,3.1910023138,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,32.127443,2423000.0,2384341.0
