island,frequency,task,power,time
cpu,299999,cachekiller,137049.4110006762,1.8844268699348483
cpu,399999,cachekiller,158293.63857868017,1.826161618867279
cpu,599999,cachekiller,177559.23923541245,1.7829808943301586
cpu,1199999,cachekiller,221623.64080869852,1.6030340905488636
cpu,299999,cacherate-0,34501.670727580415,1.026254779740994
cpu,399999,cacherate-0,45305.3280701754,0.7553576979213613
cpu,599999,cacherate-0,70304.73729040909,0.4794693205063919
cpu,1199999,cacherate-0,145486.72929596266,0.2077328262038793
cpu,299999,cacherate-100,137030.46488931117,1.856557734164329
cpu,399999,cacherate-100,157792.29601081807,1.4492954589625775
cpu,599999,cacherate-100,177615.41836186647,1.4697628323709282
cpu,1199999,cacherate-100,221830.79319727892,1.4271382454376869
cpu,299999,cacherate-20,106081.72512673264,1.1494670558997055
cpu,399999,cacherate-20,138122.99864951347,0.8208500848900847
cpu,599999,cacherate-20,193413.34081632644,0.6528525238895048
cpu,1199999,cacherate-20,265714.47787971457,0.6187230611781821
cpu,299999,cacherate-40,144029.05971990028,1.2811295967217875
cpu,399999,cacherate-40,170781.26450523472,1.0480325148469174
cpu,599999,cacherate-40,194080.3427609426,1.0455931595350727
cpu,1199999,cacherate-40,236810.15474006112,1.0142037990159505
cpu,299999,cacherate-60,140724.8586817386,1.5224203937988523
cpu,399999,cacherate-60,163893.45820642982,1.4066947778610022
cpu,599999,cacherate-60,182647.42584082583,1.3780356451478697
cpu,1199999,cacherate-60,226865.66588515116,1.3493975020627236
cpu,299999,cacherate-80,138382.74608002155,1.9051797172384504
cpu,399999,cacherate-80,159865.4571912013,1.7276706729592537
cpu,599999,cacherate-80,179330.7105544423,1.4419633527625193
cpu,1199999,cacherate-80,223905.53333333333,1.4739311320573254
cpu,299999,decrypt,34562.2,1.0
cpu,399999,decrypt,45147.86666666667,0.7491042464181238
cpu,599999,decrypt,68962.53333333333,0.4823358942261627
cpu,1199999,decrypt,142600.26666666666,0.2173102126751043
cpu,299999,encrypt,34231.433333333334,1.0
cpu,399999,encrypt,44954.76666666666,0.7503677422930418
cpu,599999,encrypt,68514.53333333333,0.4827539461326619
cpu,1199999,encrypt,142475.93333333332,0.2172759499111068
cpu,299999,gzip-1,38718.525291608894,1.0536752046271212
cpu,399999,gzip-1,50740.79245667681,0.7735253379817785
cpu,599999,gzip-1,79729.5431254192,0.4982601788282427
cpu,1199999,gzip-1,158152.54621287956,0.2407991684715767
cpu,299999,gzip-5,38325.833333333336,1.0287554237076495
cpu,399999,gzip-5,50078.21559633016,0.7661315827558777
cpu,599999,gzip-5,79210.0507042254,0.5055210101170508
cpu,1199999,gzip-5,157555.90804020103,0.2587141090047903
cpu,299999,gzip-9,38372.23333333333,1.0318497201311527
cpu,399999,gzip-9,49930.63880394151,0.7686758585135678
cpu,599999,gzip-9,79099.21997981842,0.5120055803209966
cpu,1199999,gzip-9,157736.973481034,0.2593664840186362
cpu,299999,hash,35651.73313560386,1.0129588204675597
cpu,399999,hash,47110.69958592132,0.7449220914483804
cpu,599999,hash,71204.45224681422,0.4748316159886991
cpu,1199999,hash,138974.12395729075,0.1979025276204409
cpu,299999,idle,1611400.0,0.0
cpu,399999,idle,1618454.0,0.0
cpu,599999,idle,1621317.0,0.0
cpu,1199999,idle,1636175.0,0.0
