[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  26335       tick          3085         91319       1563183 
      2  26335       tick          1731         83412       1507824 
      3  26335       tick          1072         83457       1508525 
      4  26335       tick           931         83483       1509270 
      5  26335       tick           983         83549       1510439 
      6  26335       tick          1095         83447       1508685 
      7  26335       tick           961         83530       1510100 
      8  26335       tick          1071         83539       1510312 
      9  26335       tick          1000         83142       1503080 
     10  26335       tick           993         83913       1516754 
     11  26335       tick          1047         83556       1510500 
     12  26335       tick          1048         83550       1510497 
     13  26335       tick          1012         83571       1510863 
     14  26335       tick           992         83544       1510390 
     15  26335       tick          1114         83329       1506261 
     16  26335       tick          1078         83485       1508953 
     17  26335       tick          1128         83513       1509414 
     18  26335       tick          1099         83526       1509762 
     19  26335       tick          1008         83478       1509466 
     20  26335       tick          1155         83595       1511156 
     21  26335       tick          1066         83546       1510344 
     22  26335       tick          1078         83579       1510933 
     23  26335       tick          1026         83579       1511013 
     24  26335       tick          1070         83624       1511654 
     25  26335       tick           989         83573       1510980 
     26  26335       tick          1149         83472       1508761 
     27  26335       tick          1051         83598       1511226 
     28  26335       tick          1105         83514       1509911 
     29  26335       tick          1057         83514       1509717 
     30  26335       tick           979         83563       1510606 
     31  26335       tick          1027         83564       1510666 
     32  26335       tick          1032         83555       1510524 
     33  26335       tick          1058         83602       1511284 
     34  26335       tick          1078         83521       1509855 
     35  26335       tick          1044         83352       1506356 
     36  26335       exit          1249         38025        684550 
