[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  28921       tick        819386         12968       2176948 
      2  28921       tick       1541856            84       3080804 
      3  28921       tick       1543193            76       3083480 
      4  28921       tick       1539583            84       3076243 
      5  28921       tick       1540157            68       3077507 
      6  28921       tick       1548914            71       3094940 
      7  28921       tick       1542523            85       3082142 
      8  28921       tick       1545527           116       3088153 
      9  28921       tick       1543951           102       3085019 
     10  28921       tick       1535614           130       3068348 
     11  28921       tick       1516068           149       3029367 
     12  28921       tick       1536179           125       3069472 
     13  28921       tick       1541166           126       3079441 
     14  28921       tick       1539654           130       3076361 
     15  28921       tick       1536545           134       3070193 
     16  28921       tick       1533436           131       3064000 
     17  28921       tick       1542773           101       3082636 
     18  28921       tick       1543307            88       3083711 
     19  28921       tick       1546989            87       3091065 
     20  28921       tick       1547198            86       3091484 
     21  28921       tick       1538545           109       3074219 
     22  28921       tick       1537732           113       3072628 
     23  28921       tick       1544545            98       3086152 
     24  28921       tick       1541030           105       3079219 
     25  28921       tick       1542886            92       3082976 
     26  28921       tick       1542029           116       3081166 
     27  28921       tick       1503490            85       3004134 
     28  28921       tick       1584846            97       3166702 
     29  28921       exit       1362229           155       2721738 
