,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,4.0,4.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0,799.0
mean,2.0,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,41726.59324155194,0.0,0.0,0.0,3003434.2928660824,598123.9048811013,5017986.232790989,41729.64080100125
std,0.0,0.0,0.0,0.0,0.0,0.0,550.2207722814593,0.0,0.0,0.0,16698.80236635289,3379.640764965153,2847.161132982996,551.265611409933
min,2.0,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,39920.0,0.0,0.0,0.0,2996000.0,596000.0,5010000.0,39920.0
25%,2.0,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,41381.0,0.0,0.0,0.0,3000000.0,597000.0,5019000.0,41381.0
50%,2.0,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,41868.0,0.0,0.0,0.0,3000000.0,598000.0,5019000.0,41868.0
75%,2.0,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,41868.0,0.0,0.0,0.0,3003000.0,598000.0,5019000.0,41868.0
max,2.0,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,43329.0,0.0,0.0,0.0,3164000.0,630000.0,5019000.0,43329.0
