howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
1,cpu,gzip-5,600000,3072000.0,3072000.0,3076000.0,3160000.0,3074341.137123746,2912000.0,7.235,7.24,7.25,7.26,7.243333333333333,7.23,1.0
1,cpu,gzip-5,700000,3171000.0,3171000.0,3175000.0,3282000.0,3172040.066777963,2893000.0,6.195,6.21,6.21,6.21,6.2,6.18,0.8559595029912563
1,cpu,gzip-5,800000,3244000.0,3244000.0,3248000.0,3351000.0,3243991.983967936,2919000.0,5.43,5.43,5.44,5.46,5.438000000000001,5.43,0.750759318913944
1,cpu,gzip-5,900000,3313000.0,3316000.0,3320000.0,3454000.0,3316122.244488978,2973000.0,4.82,4.83,4.84,4.85,4.832,4.82,0.6670961803957662
1,cpu,gzip-5,1000000,3385000.0,3385000.0,3389000.0,3461000.0,3384843.0,2969000.0,4.34,4.35,4.37,4.37,4.354,4.34,0.6011044638748274
1,cpu,gzip-5,1100000,3458000.0,3458000.0,3461000.0,3587000.0,3455797.7977977977,2996000.0,3.94,3.95,3.95,3.96,3.948,3.94,0.5450529222273355
1,cpu,gzip-5,1200000,3530000.0,3530000.0,3534000.0,3622000.0,3528005.005005005,3022000.0,3.62,3.62,3.62,3.66,3.626,3.61,0.5005982512655315
1,cpu,gzip-5,1300000,3603000.0,3606000.0,3606000.0,3683000.0,3601053.053053053,3053000.0,3.34,3.34,3.35,3.37,3.346,3.33,0.4619420156465715
1,cpu,gzip-5,1400000,3675000.0,3679000.0,3683000.0,3793000.0,3673516.0,3076000.0,3.1,3.11,3.11,3.11,3.104,3.09,0.4285319834330419
1,cpu,gzip-5,1500000,3751000.0,3755000.0,3755000.0,3828000.0,3746569.5695695695,3106000.0,2.9,2.9,2.9,2.92,2.902,2.89,0.4006442705936494
