,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,11.59061520651,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.001707534,1712113.0,1685587.963
std,0.5134757992243308,0.0,0.0,0.0,0.0,0.0,0.0,0.6067479061744803,10937.269076641338,7446.015043878481
min,11.1032880159,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,28.537003,1648000.0,1626403.0
25%,11.103383442175,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,30.619769,1710000.0,1679715.75
50%,11.5854561825,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.008344,1710000.0,1684667.0
75%,12.07869049425,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.428006,1723000.0,1691385.0
max,12.087178477,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,32.873508,1735000.0,1707681.0
