[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   6029       tick         14978        268614       7224955 
      2   6029       tick           225          4796       1327775 
      3   6029       tick           302          4620       1326061 
      4   6029       tick           275          4625       1327485 
      5   6029       tick           307          4573       1327152 
      6   6029       tick           283          4455       1326709 
      7   6029       tick           237          4595       1326585 
      8   6029       tick           224          4532       1326746 
      9   6029       tick           289          4614       1327024 
     10   6029       tick           272          4564       1326291 
     11   6029       tick           285          4737       1323477 
     12   6029       tick           230          4894       1327450 
     13   6029       tick           265          4881       1327446 
     14   6029       tick           260          4871       1328095 
     15   6029       tick           239          4937       1328021 
     16   6029       tick           256          4838       1327865 
     17   6029       tick           227          4948       1328465 
     18   6029       tick           231          4924       1327838 
     19   6029       tick           222          4680       1303004 
     20   6029       tick           245          5063       1351283 
     21   6029       tick           238          4935       1328249 
     22   6029       tick           238          4819       1327335 
     23   6029       tick           213          4800       1327319 
     24   6029       tick           209          4732       1327471 
     25   6029       tick           225          4829       1328272 
     26   6029       tick           228          4810       1327480 
     27   6029       tick           210          4822       1328124 
     28   6029       tick           227          4816       1328059 
     29   6029       tick           224          4810       1327471 
     30   6029       tick           241          5004       1326308 
     31   6029       tick           216          4768       1283734 
     32   6029       tick           250          5038       1367848 
     33   6029       tick           198          4833       1327853 
     34   6029       tick           251          4884       1327729 
     35   6029       tick           193          4905       1328196 
     36   6029       tick           251          4856       1327442 
     37   6029       tick           200          4889       1328039 
     38   6029       tick           204          4916       1328161 
     39   6029       exit          2529          4363        688178 
