,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,18.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,12.521666666666667,600000.0,600000.0,600000.0,600000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22024.122807017542,23000.0,23000.0,20739.035087719298,255.0,21039.473684210527,39876.61403508772,915112.3903508772,36029.04824561404,48235.333333333336,1021118.4210526316,49002.94736842105,142626.6951754386,952530.1535087719,135314.14692982455,35943.40350877193,1215071.2719298245,43203.92763157895
std,0.006183469424008291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.5989434688296,0.0,0.0,439.6431505949425,0.0,194.9329199032353,11836.034951248968,367.43092201955506,10845.984202696396,141.80145021138281,384.03658009689116,14.74700467572062,7426.742455497186,209.12107673525932,7074.626624117478,2276.922626180792,290.16350934496995,2769.6771814160575
min,12.51,600000.0,600000.0,600000.0,600000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22000.0,23000.0,23000.0,20000.0,255.0,21000.0,34524.0,913750.0,31110.0,48032.0,1020000.0,48960.0,40504.0,952500.0,38200.0,30758.0,1215000.0,36450.0
25%,12.52,600000.0,600000.0,600000.0,600000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22000.0,23000.0,23000.0,20000.0,255.0,21000.0,36716.0,915000.0,32940.0,48184.0,1021250.0,49008.0,142984.0,952500.0,135184.0,34216.0,1215000.0,41310.0
50%,12.52,600000.0,600000.0,600000.0,600000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22000.0,23000.0,23000.0,21000.0,255.0,21000.0,37812.0,915000.0,33855.0,48184.0,1021250.0,49008.0,143472.0,952500.0,136136.0,35490.0,1215000.0,42525.0
75%,12.5275,600000.0,600000.0,600000.0,600000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22000.0,23000.0,23000.0,21000.0,255.0,21000.0,38360.0,915000.0,34770.0,48184.0,1021250.0,49008.0,143716.0,952500.0,136136.0,37219.0,1215000.0,44955.0
max,12.53,600000.0,600000.0,600000.0,600000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,23000.0,23000.0,23000.0,21000.0,255.0,22000.0,115354.0,916250.0,105225.0,48792.0,1021250.0,49008.0,144509.0,955000.0,137232.0,43953.0,1216250.0,52288.0
