howmany,island,frequency,task,power,time
3,cpu,1300000,gzip-5,4687837.852624483,0.4978370915784629
3,cpu,1400000,gzip-5,4865121.639431304,0.4651173492867005
3,cpu,1500000,gzip-5,5031509.149092322,0.4341233317993557
3,cpu,600000,gzip-9,3515993.014281219,1.0541974169741697
3,cpu,700000,gzip-9,3716897.6595649403,0.9075184501845016
3,cpu,800000,gzip-9,3873188.5126860295,0.7949031365313654
3,cpu,900000,gzip-9,4028133.3586570784,0.7080719557195572
3,cpu,1000000,gzip-9,4191704.424048581,0.6392988929889298
3,cpu,1100000,gzip-9,4350827.084533175,0.5847094095940959
3,cpu,1200000,gzip-9,4520663.220617138,0.5368311808118081
3,cpu,1300000,gzip-9,4687057.945373105,0.4998154981549814
3,cpu,1400000,gzip-9,4863063.12942943,0.4643219557195572
3,cpu,1500000,gzip-9,5035048.854967603,0.4330488929889299
3,cpu,600000,hash,3515961.5907485923,1.0075757575757576
3,cpu,700000,hash,3715561.28717974,0.865702479338843
3,cpu,800000,hash,3875611.485215244,0.7583677685950415
3,cpu,900000,hash,4036430.197409873,0.6736570247933884
3,cpu,1000000,hash,4197383.677967332,0.608987603305785
3,cpu,1100000,hash,4361177.337927684,0.5524793388429753
3,cpu,1200000,hash,4531886.77207896,0.5075757575757578
3,cpu,1300000,hash,4706910.150351253,0.4709710743801653
3,cpu,1400000,hash,4887794.358739081,0.4363636363636364
3,cpu,1500000,hash,5066059.687944457,0.4087809917355371
3,cpu,600000,idle,2855955.0,0.0
3,cpu,700000,idle,2899018.796992481,0.0
3,cpu,800000,idle,2926002.506265664,0.0
3,cpu,900000,idle,2951370.481927711,0.0
3,cpu,1000000,idle,2978583.583583584,0.0
3,cpu,1100000,idle,3003434.2928660824,0.0
3,cpu,1200000,idle,3031055.165496489,0.0
3,cpu,1300000,idle,3057185.0,0.0
3,cpu,1400000,idle,3084576.0,0.0
3,cpu,1500000,idle,3110947.0,0.0
4,cpu,600000,decrypt,3618438.4986900315,1.0005828304991773
4,cpu,700000,decrypt,3849212.990480509,0.857835070396782
4,cpu,800000,decrypt,4025526.139779744,0.7514399341744378
4,cpu,900000,decrypt,4208238.582110784,0.6675809105869447
4,cpu,1000000,decrypt,4396441.194189997,0.6008639605046626
4,cpu,1100000,decrypt,4582600.734851488,0.5461464618760287
4,cpu,1200000,decrypt,4777872.740418374,0.501371365880417
4,cpu,1300000,decrypt,4974556.138687541,0.4630416895227647
4,cpu,1400000,decrypt,5181513.531094153,0.4295803620405924
4,cpu,1500000,decrypt,5382422.334221208,0.4008502468458585
4,cpu,600000,encrypt,3613177.8762616515,1.0004115226337449
4,cpu,700000,encrypt,3842119.791834215,0.8574531321444903
4,cpu,800000,encrypt,4017642.592602588,0.7506172839506174
4,cpu,900000,encrypt,4197722.566892358,0.6666666666666666
4,cpu,1000000,encrypt,4382921.896754311,0.6002057613168724
4,cpu,1100000,encrypt,4571688.8774735425,0.5462277091906722
4,cpu,1200000,encrypt,4763970.094097497,0.5006858710562415
4,cpu,1300000,encrypt,4959002.666747627,0.4628257887517147
4,cpu,1400000,encrypt,5162573.89422452,0.4296296296296297
4,cpu,1500000,encrypt,5361245.151179507,0.4015089163237312
4,cpu,600000,gzip-1,3717138.323815208,1.054766006316394
4,cpu,700000,gzip-1,3964328.8932182756,1.2096612115991965
4,cpu,800000,gzip-1,4155171.6418495956,0.8875968992248061
4,cpu,900000,gzip-1,4352090.279446732,1.063833859699493
4,cpu,1000000,gzip-1,4551853.146989718,0.929730117714614
4,cpu,1100000,gzip-1,4737806.96132658,0.7376543209876543
4,cpu,1200000,gzip-1,4958489.758372073,0.7736146999712891
4,cpu,1300000,gzip-1,5169610.356915433,0.8407503110345488
4,cpu,1400000,gzip-1,5380579.795258054,0.6607330845056943
4,cpu,1500000,gzip-1,5603063.346464284,0.762465307684946
4,cpu,600000,gzip-5,3736227.849587934,1.0538426138978372
4,cpu,700000,gzip-5,3988381.0133382306,0.9023239760699492
4,cpu,800000,gzip-5,4186454.261657519,0.7968016566958125
4,cpu,900000,gzip-5,4387445.105068866,0.7067188219052001
4,cpu,1000000,gzip-5,4592316.093790034,0.6375517717441326
4,cpu,1100000,gzip-5,4800095.251290738,0.5818453750575242
4,cpu,1200000,gzip-5,5016053.269063113,0.5358720662678325
4,cpu,1300000,gzip-5,5231388.803499311,0.4978370915784629
4,cpu,1400000,gzip-5,5458636.852575072,0.4651173492867005
4,cpu,1500000,gzip-5,5671696.532123096,0.4341233317993557
4,cpu,600000,gzip-9,3736005.685708292,1.0541974169741697
4,cpu,700000,gzip-9,3989523.9470890933,0.9075184501845016
4,cpu,800000,gzip-9,4188917.181492818,0.7949031365313654
4,cpu,900000,gzip-9,4387054.317566868,0.7080719557195572
4,cpu,1000000,gzip-9,4596078.0375369135,0.6392988929889298
4,cpu,1100000,gzip-9,4799958.015088873,0.5847094095940959
4,cpu,1200000,gzip-9,5017199.238990688,0.5368311808118081
4,cpu,1300000,gzip-9,5230348.927164139,0.4998154981549814
4,cpu,1400000,gzip-9,5455892.172572573,0.4643219557195572
4,cpu,1500000,gzip-9,5676416.139956804,0.4330488929889299
4,cpu,600000,hash,3735963.7876647897,1.0075757575757576
4,cpu,700000,hash,3987742.11724216,0.865702479338843
4,cpu,800000,hash,4192147.8115317705,0.7583677685950415
4,cpu,900000,hash,4398116.76923726,0.6736570247933884
4,cpu,1000000,hash,4603650.376095248,0.608987603305785
4,cpu,1100000,hash,4813758.352948218,0.5524793388429753
4,cpu,1200000,hash,5032163.974273117,0.5075757575757578
4,cpu,1300000,hash,5256818.533801671,0.4709710743801653
4,cpu,1400000,hash,5488867.144985441,0.4363636363636364
4,cpu,1500000,hash,5717763.917259276,0.4087809917355371
4,cpu,600000,idle,2855955.0,0.0
4,cpu,700000,idle,2899018.796992481,0.0
4,cpu,800000,idle,2926002.506265664,0.0
4,cpu,900000,idle,2951370.481927711,0.0
4,cpu,1000000,idle,2978583.583583584,0.0
4,cpu,1100000,idle,3003434.2928660824,0.0
4,cpu,1200000,idle,3031055.165496489,0.0
4,cpu,1300000,idle,3057185.0,0.0
4,cpu,1400000,idle,3084576.0,0.0
4,cpu,1500000,idle,3110947.0,0.0
