howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min,time
0,little,gzip-1,900000,39442.0,39442.0,39442.0,45838.0,39642.149122807015,38376.0,2.0,2.0,2.0,2.0,2.0,2.0,,1066250.0,1066250.0,1066250.0,1066250.0,1066219.846491228,1065000.0,
1,little,gzip-1,900000,127800.0,130995.0,132060.0,133125.0,125549.46271929824,40508.0,6.895,6.91,6.955,7.13,6.95,6.89,0.2190126050420168,1065000.0,1065000.0,1065000.0,1066250.0,1064997.25877193,1063750.0,
2,little,gzip-1,900000,193466.0,196655.0,198781.0,205159.0,194987.69078947368,47970.0,7.31,7.34,7.375,7.43,7.347500000000001,7.28,0.2315388655462185,1063750.0,1063750.0,1063750.0,1066250.0,1063760.964912281,1062500.0,
3,little,gzip-1,900000,226206.0,232578.0,241908.0,250632.0,229036.5745614035,67095.0,8.36,8.385000000000002,8.44,8.51,8.395555555555553,8.27,0.2645658263305321,1062500.0,1062500.0,1062500.0,1065000.0,1062436.951754386,1060000.0,
4,little,gzip-1,900000,261326.0,266060.0,268224.0,272706.0,258468.56578947368,141379.0,9.6,9.685,9.725,9.92,9.677916666666668,9.51,0.3049763655462185,1057500.0,1057500.0,1059062.5,1063750.0,1058371.7105263155,1055000.0,
