[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   5544       tick          7200        884202      23901882 
      2   5544       tick          3113       1104563      29594291 
      3   5544       tick          2726       1103400      29614968 
      4   5544       tick          2505       1101795      29663395 
      5   5544       tick          2489       1101663      29644664 
      6   5544       tick          2620       1095503      29633776 
      7   5544       tick          2652       1097073      29663303 
      8   5544       tick          2523       1102831      29646631 
      9   5544       tick          2789       1100179      29655851 
     10   5544       tick          2847       1103220      29620407 
     11   5544       tick          2528       1099281      29615139 
     12   5544       tick          2710       1100877      29619082 
     13   5544       tick          2660       1095272      29666125 
     14   5544       tick          2510       1103843      29658547 
     15   5544       tick          2626       1101106      29654450 
     16   5544       tick          2754       1101049      29644200 
     17   5544       tick          2767       1093825      29606943 
     18   5544       tick          2476       1102908      29655362 
     19   5544       tick          2710       1099018      29653985 
     20   5544       tick          2997       1098947      29609812 
     21   5544       tick          2455       1100293      29637990 
     22   5544       tick          2578       1099053      29656196 
     23   5544       tick          2676       1097816      29598020 
     24   5544       tick          2646       1104934      29622981 
     25   5544       tick          2453       1100735      29656550 
     26   5544       tick          2411       1104345      29665061 
     27   5544       tick          2542       1102149      29653096 
     28   5544       tick          2390       1102380      29661185 
     29   5544       tick          3530       1093436      29557138 
     30   5544       tick          2849       1096517      29544888 
     31   5544       tick          2742       1104108      29674646 
     32   5544       exit          3297       1082661      29178652 
