,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,150.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.003377053,100000.0,399999.0,399999.0,399999.0,399999.0,28.029911329999997,1602942.0,1580549.186
std,0.00016929832252336066,0.0,0.0,0.0,0.0,0.0,0.6028312765615699,13876.137185224972,9422.464796657414
min,2.003130988,100000.0,399999.0,399999.0,399999.0,399999.0,26.360979,1585000.0,1564508.0
25%,2.0032334945,100000.0,399999.0,399999.0,399999.0,399999.0,27.619964,1598000.0,1573076.75
50%,2.003310055,100000.0,399999.0,399999.0,399999.0,399999.0,28.024083,1598000.0,1579786.5
75%,2.003531847,100000.0,399999.0,399999.0,399999.0,399999.0,28.428201,1610000.0,1585891.75
max,2.003867661,100000.0,399999.0,399999.0,399999.0,399999.0,29.998047,1648000.0,1638409.0
