,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,20.0,5.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0
mean,4.3815,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,49636.762436548226,0.0,0.0,0.0,4431524.8730964465,883516.7512690355,5018186.802030457,49636.762436548226
std,0.00988086934168072,0.0,0.0,0.0,0.0,0.0,789.2985452325706,0.0,0.0,0.0,7816.209484164465,1536.8024572939848,2581.522134495496,789.2985452325706
min,4.36,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,46738.0,0.0,0.0,0.0,4416000.0,881000.0,5010000.0,46738.0
25%,4.38,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,49173.0,0.0,0.0,0.0,4427000.0,883000.0,5019000.0,49173.0
50%,4.38,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,49660.0,0.0,0.0,0.0,4431000.0,883000.0,5019000.0,49660.0
75%,4.39,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,50147.0,0.0,0.0,0.0,4435000.0,884000.0,5019000.0,50147.0
max,4.4,100000.0,1000000.0,1000000.0,1000000.0,1000000.0,51608.0,0.0,0.0,0.0,4473000.0,891000.0,5019000.0,51608.0
