[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   2592       tick       1430393          2317       3141531 
      2   2592       tick       2136052            13       4270396 
      3   2592       tick       2079906            12       4158074 
      4   2592       tick       2081044            13       4160386 
      5   2592       tick       2081844            11       4162026 
      6   2592       tick       2085740            11       4169591 
      7   2592       tick       2083699             9       4165579 
      8   2592       tick       2080481            10       4159339 
      9   2592       tick       2082532             8       4163129 
     10   2592       tick       2080216             9       4158824 
     11   2592       tick       2087438            12       4173083 
     12   2592       tick       1993682            10       3985647 
     13   2592       tick       2164785            10       4327624 
     14   2592       tick       2084097            11       4166450 
     15   2592       tick       2079393            10       4156967 
     16   2592       tick       2079156            14       4156540 
     17   2592       tick       2082229            10       4162697 
     18   2592       tick       2081244            10       4160803 
     19   2592       tick       2084898            12       4167998 
     20   2592       exit        957324            94       1913735 
