UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
100000,,,,,,,
,599999,599999,599999,599999,28.163970,1948000,1920620
,599999,599999,599999,599999,27.775394,1948000,1917231
,599999,599999,599999,599999,27.930825,1936000,1911633
,599999,599999,599999,599999,27.557792,1948000,1912542
,599999,599999,599999,599999,26.858355,1936000,1919251
,599999,599999,599999,599999,28.226142,1936000,1916481
,599999,599999,599999,599999,28.816777,1936000,1912319
,599999,599999,599999,599999,27.806480,1948000,1907294
,599999,599999,599999,599999,27.511163,1936000,1907452
,599999,599999,599999,599999,27.604421,1936000,1914703
,599999,599999,599999,599999,27.635507,1936000,1913521
,599999,599999,599999,599999,28.381572,1936000,1916469
,599999,599999,599999,599999,28.614718,1936000,1912641
,599999,599999,599999,599999,28.412658,1936000,1905711
,599999,599999,599999,599999,27.246931,1948000,1918124
,599999,599999,599999,599999,27.464534,1936000,1910855
,599999,599999,599999,599999,27.386818,1936000,1909478
,599999,599999,599999,599999,29.360783,1936000,1907375
,599999,599999,599999,599999,27.759851,1936000,1915266
,599999,599999,599999,599999,28.474831,1948000,1912949
,599999,599999,599999,599999,28.179513,1948000,1909025
,599999,599999,599999,599999,27.557792,1948000,1913412
,599999,599999,599999,599999,28.210599,1936000,1910353
,599999,599999,599999,599999,28.272771,1936000,1915287
,599999,599999,599999,599999,28.568089,1948000,1915922
,599999,599999,599999,599999,28.832320,1936000,1913171
,599999,599999,599999,599999,27.728765,1948000,1915161
,599999,599999,599999,599999,28.117341,1948000,1910323
,599999,599999,599999,599999,27.759851,1936000,1918805
,599999,599999,599999,599999,27.495620,1936000,1918545
,599999,599999,599999,599999,27.868652,1936000,1908999
,599999,599999,599999,599999,27.200302,1935000,1908098
,599999,599999,599999,599999,27.542249,1936000,1907824
,599999,599999,599999,599999,27.542249,1936000,1914245
,599999,599999,599999,599999,27.728765,1948000,1915863
,599999,599999,599999,599999,27.697679,1948000,1919313
,599999,599999,599999,599999,27.697679,1948000,1916182
,599999,599999,599999,599999,27.977454,1936000,1907480
,599999,599999,599999,599999,27.044872,1936000,1918369
,599999,599999,599999,599999,27.464534,1936000,1912205
,599999,599999,599999,599999,27.697679,1948000,1915753
,599999,599999,599999,599999,27.915281,1936000,1912064
,599999,599999,599999,599999,28.241685,1936000,1908383
,599999,599999,599999,599999,27.340189,1936000,1912887
,599999,599999,599999,599999,27.091501,1936000,1908199
,599999,599999,599999,599999,27.075958,1936000,1912453
,599999,599999,599999,599999,28.163970,1923000,1910150
,599999,599999,599999,599999,28.008540,1936000,1912703
,599999,599999,599999,599999,27.822023,1948000,1915740
,599999,599999,599999,599999,27.682136,1935000,1915834
,599999,599999,599999,599999,28.319400,1936000,1913792
,599999,599999,599999,599999,28.552546,1936000,1913861
,599999,599999,599999,599999,27.759851,1936000,1912848
,599999,599999,599999,599999,28.163970,1948000,1915428
,599999,599999,599999,599999,27.790937,1936000,1910825
,599999,599999,599999,599999,27.060415,1936000,1910477
,599999,599999,599999,599999,27.029329,1948000,1911145
,599999,599999,599999,599999,27.697679,1936000,1920525
,599999,599999,599999,599999,27.200302,1936000,1918948
,599999,599999,599999,599999,28.552546,1948000,1912706
,599999,599999,599999,599999,27.961911,1923000,1909320
,599999,599999,599999,599999,27.573335,1936000,1906632
,599999,599999,599999,599999,28.055169,1936000,1917594
,599999,599999,599999,599999,27.511163,1936000,1916842
,599999,599999,599999,599999,28.055169,1936000,1913164
,599999,599999,599999,599999,28.303857,1936000,1910201
,599999,599999,599999,599999,28.210599,1948000,1910769
,599999,599999,599999,599999,28.008540,1936000,1913903
,599999,599999,599999,599999,27.464534,1948000,1919621
,599999,599999,599999,599999,28.241685,1936000,1912905
,599999,599999,599999,599999,28.676890,1936000,1914174
,599999,599999,599999,599999,28.505917,1948000,1915364
,599999,599999,599999,599999,28.754605,1948000,1921415
,599999,599999,599999,599999,27.992997,1936000,1911141
,599999,599999,599999,599999,27.775394,1948000,1916112
,599999,599999,599999,599999,28.039626,1948000,1913578
,599999,599999,599999,599999,27.713222,1936000,1913158
,599999,599999,599999,599999,27.495620,1936000,1913549
,599999,599999,599999,599999,27.697679,1923000,1894558
,599999,599999,599999,599999,26.734011,1948000,1915982
,599999,599999,599999,599999,27.682136,1948000,1913907
,599999,599999,599999,599999,27.946368,1936000,1917236
,599999,599999,599999,599999,29.469584,1948000,1919111
,599999,599999,599999,599999,28.086255,1936000,1905307
,599999,599999,599999,599999,27.402362,1936000,1911570
,599999,599999,599999,599999,27.992997,1936000,1908565
,599999,599999,599999,599999,27.619964,1936000,1919508
,599999,599999,599999,599999,28.474831,1936000,1916635
,599999,599999,599999,599999,27.977454,1936000,1912861
,599999,599999,599999,599999,28.350486,1936000,1910675
,599999,599999,599999,599999,26.951614,1948000,1909166
,599999,599999,599999,599999,27.107044,1948000,1922668
,599999,599999,599999,599999,28.366029,1936000,1914615
,599999,599999,599999,599999,28.366029,1936000,1917974
,599999,599999,599999,599999,27.915281,1936000,1911817
,599999,599999,599999,599999,27.992997,1936000,1908818
,599999,599999,599999,599999,27.044872,1948000,1918655
,599999,599999,599999,599999,26.967157,1936000,1913468
,599999,599999,599999,599999,27.200302,1936000,1909677
