,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,15.0,5.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0
mean,6.334666666666666,100000.0,700000.0,700000.0,700000.0,700000.0,41333.57128514056,0.0,0.0,0.0,3706437.751004016,737901.6064257028,5018069.277108434,41334.54919678715
std,0.021995670569671794,0.0,0.0,0.0,0.0,0.0,728.0164363506765,0.0,0.0,0.0,43336.18888292708,8707.552167715467,2741.862309478499,727.4244885360729
min,6.3,100000.0,700000.0,700000.0,700000.0,700000.0,38459.0,0.0,0.0,0.0,2935000.0,583000.0,5010000.0,38459.0
25%,6.3149999999999995,100000.0,700000.0,700000.0,700000.0,700000.0,40894.0,0.0,0.0,0.0,3706000.0,738000.0,5019000.0,40894.0
50%,6.34,100000.0,700000.0,700000.0,700000.0,700000.0,41381.0,0.0,0.0,0.0,3709000.0,738000.0,5019000.0,41381.0
75%,6.35,100000.0,700000.0,700000.0,700000.0,700000.0,41868.0,0.0,0.0,0.0,3713000.0,739000.0,5019000.0,41868.0
max,6.38,100000.0,700000.0,700000.0,700000.0,700000.0,43329.0,0.0,0.0,0.0,3805000.0,757000.0,5019000.0,43329.0
