,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,5.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
mean,8.838249702964998,100000.0,299999.0,299999.0,299999.0,299999.0,28.74535071228771,1842708.2917082917,1817085.2187812189
std,0.4394120584389642,0.0,0.0,0.0,0.0,0.0,0.6004280813391386,26434.122288792216,25543.148804387587
min,8.1000319387,100000.0,299999.0,299999.0,299999.0,299999.0,26.904985,1673000.0,1652203.0
25%,8.77787257105,100000.0,299999.0,299999.0,299999.0,299999.0,28.366029,1836000.0,1817676.0
50%,9.0575645715,100000.0,299999.0,299999.0,299999.0,299999.0,28.754605,1848000.0,1824203.0
75%,9.112390421499999,100000.0,299999.0,299999.0,299999.0,299999.0,29.158724,1860000.0,1829954.0
max,9.1919087391,100000.0,299999.0,299999.0,299999.0,299999.0,30.57314,1873000.0,1847898.0
