howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
2,cpu,idle,600000,2851000.0,2855000.0,2855000.0,3015000.0,2855889.585947302,2847000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,700000,2893000.0,2897000.0,2904000.0,3064000.0,2901336.25,2885000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,800000,2919000.0,2919000.0,2923000.0,3106000.0,2924016.016016016,2912000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,900000,2942000.0,2946000.0,2950000.0,3164000.0,2948767.5350701404,2938000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,1000000,2969000.0,2973000.0,2973000.0,3152000.0,2975778.75,2965000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,1100000,2996000.0,2996000.0,3000000.0,3175000.0,3001021.063189569,2992000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,1200000,3022000.0,3024000.0,3026000.0,3209000.0,3028130.0,3015000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,1300000,3049000.0,3053000.0,3057000.0,3286000.0,3055102.1021021022,3042000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,1400000,3072000.0,3076000.0,3080000.0,3267000.0,3079613.841524573,3068000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2,cpu,idle,1500000,3103000.0,3103000.0,3106000.0,3301000.0,3107826.25,3095000.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
