howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
2,cpu,encrypt,600000,3225000.0,3225000.0,3232000.0,3347000.0,3227869.3467336684,2851000.0,7.28,7.28,7.295,7.31,7.286666666666666,7.27,0.9995427526291724
2,cpu,encrypt,700000,3355000.0,3358000.0,3366000.0,3473000.0,3359705.527638191,2904000.0,6.23,6.25,6.26,6.28,6.25,6.23,0.8573388203017833
2,cpu,encrypt,800000,3450000.0,3454000.0,3458000.0,3603000.0,3454917.5879396987,2931000.0,5.452500000000001,5.46,5.46,5.5,5.465000000000001,5.45,0.7496570644718795
2,cpu,encrypt,900000,3549000.0,3553000.0,3553000.0,3690000.0,3548247.743229689,2942000.0,4.85,4.855,4.86,4.88,4.859,4.85,0.6665294924554185
2,cpu,encrypt,1000000,3648000.0,3652000.0,3656000.0,3751000.0,3648760.280842528,3019000.0,4.37,4.37,4.37,4.39,4.372999999999999,4.36,0.5998628257887517
2,cpu,encrypt,1100000,3751000.0,3755000.0,3759000.0,3843000.0,3752587.587587588,2996000.0,3.97,3.97,3.97,4.0,3.976,3.97,0.5454046639231825
2,cpu,encrypt,1200000,3855000.0,3858000.0,3862000.0,3900000.0,3853842.685370741,3022000.0,3.64,3.64,3.65,3.67,3.648,3.64,0.5004115226337449
2,cpu,encrypt,1300000,3958000.0,3961000.0,3965000.0,4042000.0,3956687.684684685,3049000.0,3.36,3.37,3.3775,3.39,3.371,3.36,0.4624142661179699
2,cpu,encrypt,1400000,4064000.0,4072000.0,4075999.0,4118000.0,4062625.825651304,3072000.0,3.12,3.125,3.13,3.15,3.129,3.12,0.4292181069958848
2,cpu,encrypt,1500000,4171000.0,4175000.0,4179000.0,4210000.0,4168324.983,3103000.0,2.92,2.92,2.92,2.94,2.9230000000000005,2.91,0.4009602194787381
