,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,75.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.325066271530667,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.337772133999998,2063997.0,2032489.049
std,0.4218880925212849,0.0,0.0,0.0,0.0,0.0,0.6164330805457793,36493.763656079456,38628.28919616842
min,3.1053198757,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.485323,1610000.0,1601193.0
25%,3.1067936064,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.899738,2060000.0,2029663.75
50%,3.1077384304,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.334943,2060000.0,2033196.0
75%,3.1080920176499998,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.754605,2073000.0,2041926.0
max,4.1847680472,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.044677,2111000.0,2085034.0
