[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  28475       tick          1845         22308        314131 
      2  28475       tick           210         13962        251780 
      3  28475       tick           241         13930        251069 
      4  28475       tick           264         13945        251703 
      5  28475       tick           284         13891        250454 
      6  28475       tick           241         13941        251565 
      7  28475       tick           263         13945        251609 
      8  28475       tick           167         13937        251503 
      9  28475       tick           138         13938        251390 
     10  28475       tick           176         13928        251128 
     11  28475       tick           265         13904        250807 
     12  28475       tick           251         13922        251158 
     13  28475       tick           280         13911        251073 
     14  28475       tick           237         13943        251620 
     15  28475       tick           199         13940        251656 
     16  28475       tick           228         13948        251757 
     17  28475       tick           239         13951        251788 
     18  28475       tick           268         13783        248564 
     19  28475       tick           196         13931        251335 
     20  28475       tick           181         13442        242746 
     21  28475       tick           264         14407        259915 
     22  28475       tick           231         13939        251456 
     23  28475       tick           234         13950        251730 
     24  28475       tick           184         13951        251817 
     25  28475       tick           231         13952        251862 
     26  28475       tick           212         13940        251624 
     27  28475       tick           232         13905        250935 
     28  28475       tick           212         13936        251466 
     29  28475       tick           185         13958        251951 
     30  28475       tick           177         13499        243431 
     31  28475       tick           230         14362        259191 
     32  28475       tick           223         13958        251913 
     33  28475       tick           231         13943        251676 
     34  28475       tick           202         13954        251919 
     35  28475       tick           194         13951        251812 
     36  28475       tick           208         13949        251805 
     37  28475       tick           264         13917        250937 
     38  28475       tick           203         13800        249004 
     39  28475       tick           225         13929        251287 
     40  28475       tick           204         13930        251415 
     41  28475       tick           241         13923        251327 
     42  28475       tick           191         13931        251465 
     43  28475       tick           258         13953        251812 
     44  28475       tick           209         13956        251831 
     45  28475       tick           186         13947        251786 
     46  28475       tick           260         13901        250722 
     47  28475       tick           248         13929        251304 
     48  28475       tick           188         13935        251409 
     49  28475       tick           303         13913        251068 
     50  28475       tick           223         13942        251702 
     51  28475       tick           210         13930        251500 
     52  28475       tick           185         13956        251926 
     53  28475       tick           217         13924        251367 
     54  28475       tick           219         13938        251574 
     55  28475       tick           239         13919        251238 
     56  28475       tick           208         13925        251323 
     57  28475       tick           194         13932        251415 
     58  28475       tick           316         13751        247880 
     59  28475       tick           197         13897        250725 
     60  28475       tick           204         13957        251831 
     61  28475       tick           213         13947        251716 
     62  28475       tick           216         13928        251377 
     63  28475       tick           217         13925        251194 
     64  28475       tick           208         13932        251394 
     65  28475       tick           236         13917        251041 
     66  28475       tick           222         13954        251867 
     67  28475       tick           218         13912        251027 
     68  28475       tick           216         13942        251705 
     69  28475       tick           238         13956        251805 
     70  28475       tick           225         13942        251631 
     71  28475       tick           197         13916        251185 
     72  28475       tick           204         13931        251531 
     73  28475       tick           199         13957        251971 
     74  28475       tick           288         13912        250888 
     75  28475       tick           171         13952        251855 
     76  28475       tick           260         13931        251303 
     77  28475       tick           226         13943        251537 
     78  28475       tick           256         13825        249282 
     79  28475       tick           252         13939        251540 
     80  28475       tick           203         13965        252013 
     81  28475       tick           240         13953        251791 
     82  28475       tick           231         13951        251751 
     83  28475       tick           260         13917        251118 
     84  28475       tick           207         13930        251201 
     85  28475       tick           182         13929        251361 
     86  28475       tick           197         13909        250973 
     87  28475       tick           271         13955        251891 
     88  28475       tick           212         13960        251929 
     89  28475       tick           231         13947        251702 
     90  28475       tick           258         13950        251772 
     91  28475       tick           187         13945        251648 
     92  28475       tick           193         13938        251357 
     93  28475       tick           198         13935        251384 
     94  28475       tick           230         13937        251411 
     95  28475       tick           208         13923        251248 
     96  28475       tick           148         13942        251678 
     97  28475       tick           264         13903        250720 
     98  28475       tick           218         13845        249752 
     99  28475       tick           225         13935        251494 
    100  28475       tick           181         13917        251180 
    101  28475       tick           306         13891        250422 
    102  28475       tick           213         13899        250692 
    103  28475       tick           179         13930        251494 
    104  28475       tick           230         13916        251033 
    105  28475       tick           233         13951        251780 
    106  28475       tick           197         13958        251895 
    107  28475       tick           236         13932        251533 
    108  28475       tick           220         13943        251648 
    109  28475       tick           271         13909        251004 
    110  28475       tick           186         13947        251643 
    111  28475       tick           222         13908        250941 
    112  28475       tick           218         13936        251466 
    113  28475       tick           222         13925        251324 
    114  28475       tick           247         13847        249826 
    115  28475       tick           245         13940        251570 
    116  28475       tick           238         13942        251604 
