[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  15121       tick         15408        158471        966516 
      2  15121       tick           444        185491       1418774 
      3  15121       tick            44        206436       1579924 
      4  15121       tick           951         83294        663691 
      5  15121       tick           612          2397         66665 
      6  15121       tick           568          2440         67581 
      7  15121       tick           519          2361         67313 
      8  15121       tick           614          2470         66495 
      9  15121       tick           585          2402         67017 
     10  15121       tick           662          2367         66763 
     11  15121       tick           637          2494         66419 
     12  15121       tick           630          2412         66615 
     13  15121       tick           667          2366         66831 
     14  15121       tick           611          2407         66768 
     15  15121       tick           701          2408         66515 
     16  15121       tick           589          2321         66574 
     17  15121       tick           654          2410         67262 
     18  15121       tick           613          2402         66643 
     19  15121       tick           693          2478         66494 
     20  15121       tick           566          2364         67162 
     21  15121       tick           610          2350         66757 
     22  15121       tick           545          2381         66848 
     23  15121       tick           586          2372         67196 
     24  15121       tick           715          2423         66291 
     25  15121       tick           584          2297         67388 
     26  15121       tick           598          2297         67189 
     27  15121       tick           488          2311         67630 
     28  15121       tick           631          2356         66858 
     29  15121       tick           639          2264         67345 
     30  15121       tick           526          2402         67465 
     31  15121       tick           441          2201         67854 
     32  15121       tick           547          2408         66852 
     33  15121       tick           616          2383         66803 
     34  15121       tick           545          2269         67471 
     35  15121       tick           702          2422         66970 
     36  15121       tick           401          2230         67756 
     37  15121       tick           530          2285         67200 
     38  15121       tick           529          2366         66981 
     39  15121       tick           559          2365         65324 
     40  15121       tick           529          2334         69257 
     41  15121       tick           623          2323         66821 
     42  15121       tick           659          2462         66157 
     43  15121       tick           540          2424         66748 
     44  15121       tick           663          2301         66185 
     45  15121       tick           720          2468         67127 
     46  15121       tick           545          2443         66840 
     47  15121       tick           613          2376         66931 
     48  15121       tick           474          2309         67415 
     49  15121       tick           593          2342         66948 
     50  15121       tick           577          2363         66937 
     51  15121       tick           542          2314         67338 
     52  15121       tick           570          2438         66718 
     53  15121       tick           616          2372         66813 
     54  15121       tick           644          2422         66195 
     55  15121       tick           557          2362         65843 
     56  15121       tick           457          2309         68562 
     57  15121       tick           565          2350         67297 
     58  15121       tick           596          2348         66839 
     59  15121       tick           532          2320         67327 
     60  15121       tick           672          2408         66853 
     61  15121       tick           605          2343         67080 
     62  15121       tick           556          2440         67036 
     63  15121       tick           668          2400         66839 
     64  15121       tick           573          2352         67209 
     65  15121       tick           531          2417         66858 
     66  15121       tick           632          2355         67062 
     67  15121       tick           610          2443         66844 
     68  15121       tick           666          2414         66858 
     69  15121       tick           553          2348         67124 
     70  15121       tick           624          2404         66830 
     71  15121       tick           574          2357         66965 
     72  15121       tick           540          2441         67151 
     73  15121       tick           617          2330         67126 
     74  15121       tick           620          2366         66983 
     75  15121       tick           478          2317         67248 
     76  15121       tick           557          2412         66923 
     77  15121       tick           589          2421         66642 
     78  15121       tick           568          2450         66681 
     79  15121       tick           561          2411         66725 
     80  15121       tick           613          2330         67021 
     81  15121       tick           632          2396         66794 
     82  15121       tick           505          2483         67208 
     83  15121       tick           501          2367         66958 
     84  15121       tick           720          2355         66004 
     85  15121       tick           585          2400         67317 
     86  15121       tick           582          2354         67171 
     87  15121       tick           505          2334         67239 
     88  15121       tick           584          2273         64828 
     89  15121       tick           792          2503         68422 
     90  15121       tick           626          2473         66526 
     91  15121       tick           501          2310         67130 
     92  15121       tick           621          2442         66641 
     93  15121       tick           687          2346         66978 
     94  15121       tick           726          2453         65416 
     95  15121       tick           633          2424         66941 
     96  15121       tick           563          2401         66841 
     97  15121       tick           622          2333         66951 
     98  15121       tick           586          2384         66675 
     99  15121       tick           657          2428         66585 
    100  15121       tick           565          2418         66715 
    101  15121       tick           560          2366         66333 
    102  15121       tick           537          2480         67163 
    103  15121       tick           571          2431         66609 
    104  15121       tick           634          2393         66798 
    105  15121       tick           579          2366         66955 
    106  15121       tick           699          2394         66390 
    107  15121       tick           687          2377         67038 
    108  15121       tick           584          2355         66892 
    109  15121       tick           524          2387         66956 
    110  15121       tick           570          2376         67150 
    111  15121       tick           498          2283         67385 
    112  15121       tick           508          2425         67017 
    113  15121       tick           534          2244         64347 
    114  15121       tick           768          2488         69159 
    115  15121       tick           542          2424         66817 
    116  15121       tick           535          2378         66951 
    117  15121       tick           518          2317         67221 
    118  15121       tick           509          2374         67218 
    119  15121       tick           600          2338         67046 
