[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   6564       tick       1279326          2259      14237586 
      2   6564       tick       2230274            11      23769320 
      3   6564       tick       2228049            15      23746275 
      4   6564       tick       2227943            11      23743644 
      5   6564       tick       2229034            12      23755078 
      6   6564       tick       2233941            10      23809111 
      7   6564       tick       2233543            10      23803854 
      8   6564       tick       2232472            10      23793646 
      9   6564       tick       2229738            14      23762986 
     10   6564       tick       2224456            17      23705720 
     11   6564       tick       2230061            17      23767294 
     12   6564       tick       2230706            11      23773397 
     13   6564       tick       2224792            12      23710036 
     14   6564       tick       2233893            11      23807907 
     15   6564       tick       2235014            13      23819910 
     16   6564       tick       2233778            17      23805703 
     17   6564       tick       2232692            10      23794574 
     18   6564       tick       2232742            10      23794665 
     19   6564       tick       2233307            15      23801414 
     20   6564       tick       2232221            11      23789744 
     21   6564       tick       2223542            16      23696205 
     22   6564       tick       2233668            10      23804755 
     23   6564       tick       2228272            13      23747296 
     24   6564       tick       2224475            14      23706871 
     25   6564       tick       2234388            11      23813476 
     26   6564       tick       2223602            14      23697585 
     27   6564       exit        715503            90       7623351 
