,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.0,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,42802.553,0.0,0.0,0.0,3110947.0,619472.0,5018010.0,42801.092
std,0.0,0.0,0.0,0.0,0.0,0.0,633.1241864171882,0.0,0.0,0.0,18422.529158087404,3699.3108683781766,2817.4168732791104,632.468576322995
min,2.0,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,41381.0,0.0,0.0,0.0,3099000.0,617000.0,5010000.0,41381.0
25%,2.0,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,42355.0,0.0,0.0,0.0,3106000.0,618000.0,5019000.0,42355.0
50%,2.0,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,42842.0,0.0,0.0,0.0,3110000.0,619000.0,5019000.0,42842.0
75%,2.0,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,43329.0,0.0,0.0,0.0,3110000.0,619000.0,5019000.0,43329.0
max,2.0,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,44790.0,0.0,0.0,0.0,3271000.0,652000.0,5019000.0,44790.0
