[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  32216       tick         16159        631084       4603981 
      2  32216       tick          1124          6939        251492 
      3  32216       tick          1076          6934        248571 
      4  32216       tick           790          6904        250966 
      5  32216       tick          1051          6818        250917 
      6  32216       tick           853          6874        250903 
      7  32216       tick           933          6874        250815 
      8  32216       tick           943          6839        250917 
      9  32216       tick           939          6838        251227 
     10  32216       tick          1050          6814        250671 
     11  32216       tick           855          6873        251053 
     12  32216       tick           926          6889        251061 
     13  32216       tick           945          6909        250994 
     14  32216       tick           878          6848        251186 
     15  32216       tick           890          6888        250800 
     16  32216       tick           861          6873        251192 
     17  32216       tick           886          6915        250962 
     18  32216       tick           802          6890        250883 
     19  32216       tick           884          6813        250931 
     20  32216       tick           940          6947        249132 
     21  32216       tick           868          6870        251545 
     22  32216       tick           789          6871        251159 
     23  32216       tick           848          6830        251193 
     24  32216       tick           830          6874        249981 
     25  32216       tick           859          6932        251309 
     26  32216       tick           938          6897        250998 
     27  32216       tick           980          6844        250601 
     28  32216       tick           944          6953        250532 
     29  32216       tick           848          6927        250993 
     30  32216       tick           977          6975        250477 
     31  32216       tick           853          6899        251238 
     32  32216       tick           897          6974        251099 
     33  32216       tick           722          6933        251496 
     34  32216       tick           997          6894        250665 
     35  32216       tick           757          6988        251703 
     36  32216       tick           945          6948        251119 
     37  32216       tick           856          6922        251146 
     38  32216       tick           892          7050        250417 
     39  32216       tick           917          7089        251235 
     40  32216       tick          1017          7023        250707 
     41  32216       tick           725          7072        251231 
     42  32216       tick           850          7104        251013 
     43  32216       tick           781          7104        251373 
     44  32216       tick           733          7079        250603 
     45  32216       tick           864          7058        251135 
     46  32216       tick           863          7023        250998 
     47  32216       tick           663          6981        248314 
     48  32216       tick          1093          7137        253473 
     49  32216       tick           899          7069        250893 
     50  32216       tick          1015          6945        249971 
     51  32216       tick           851          7045        251393 
     52  32216       tick           914          7035        250862 
     53  32216       tick           824          7064        251170 
     54  32216       tick           869          7085        251166 
     55  32216       tick           865          7026        251171 
     56  32216       tick           970          7075        250826 
     57  32216       tick           898          7061        251335 
     58  32216       tick           990          6921        250322 
     59  32216       tick           842          7105        250885 
     60  32216       tick           868          7079        251084 
     61  32216       tick           759          7010        250808 
     62  32216       tick           946          7019        250853 
     63  32216       tick           868          7112        251596 
     64  32216       exit          2680         15664        306215 
