power,time,task,howmany,island,frequency,time_rel
3084576.0,,encrypt,0,cpu,1400000,
3561848.848848849,3.1279999999999992,encrypt,1,cpu,1400000,0.4290809327846364
4062625.825651304,3.129,encrypt,2,cpu,1400000,0.4292181069958848
4602182.18018018,3.130666666666666,encrypt,3,cpu,1400000,0.4294467306812985
5234274.291497976,3.132,encrypt,4,cpu,1400000,0.4296296296296297
