[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  31933       tick       1701476          2276       6069924 
      2  31933       tick       2336277            12       7865673 
      3  31933       tick       2333375            13       7855579 
      4  31933       tick       2335831            11       7863927 
      5  31933       tick       2333780             9       7857128 
      6  31933       tick       2332076            10       7851147 
      7  31933       tick       2331039            12       7847596 
      8  31933       tick       2331669            12       7849790 
      9  31933       tick       2334029             9       7858146 
     10  31933       tick       2336961             9       7867790 
     11  31933       tick       2336705             9       7866784 
     12  31933       tick       2335640             9       7863141 
     13  31933       tick       2337130             9       7868516 
     14  31933       tick       2338163             9       7871643 
     15  31933       tick       2336408             9       7865760 
     16  31933       tick       2334645             9       7860139 
     17  31933       tick       2333204             9       7855141 
     18  31933       tick       2335669            10       7863294 
     19  31933       tick       2335222            10       7862050 
     20  31933       exit       1341723           104       4517013 
