,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,40.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.2419752266575004,100000.0,599999.0,599999.0,599999.0,599999.0,28.83679664,1873294.0,1854237.786
std,0.04303219161316015,0.0,0.0,0.0,0.0,0.0,0.591089645936084,45273.62659722838,46511.33992597842
min,2.1724948003,100000.0,599999.0,599999.0,599999.0,599999.0,27.215845,1673000.0,1657996.0
25%,2.173463338075,100000.0,599999.0,599999.0,599999.0,599999.0,28.428201,1873000.0,1861924.5
50%,2.2670279605,100000.0,599999.0,599999.0,599999.0,599999.0,28.809005499999998,1886000.0,1870203.5
75%,2.26891308375,100000.0,599999.0,599999.0,599999.0,599999.0,29.236439,1898000.0,1876913.75
max,2.275721984,100000.0,599999.0,599999.0,599999.0,599999.0,31.023887,1923000.0,1894907.0
