,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
mean,4.156000000000001,100000.0,700000.0,700000.0,700000.0,700000.0,41331.22645290581,0.0,0.0,0.0,3163740.480961924,630054.1082164329,5017548.096192385,41331.22645290581
std,0.018165902124584955,0.0,0.0,0.0,0.0,0.0,554.7243297962032,0.0,0.0,0.0,19208.818827073468,3872.7344826921617,3312.1143832647167,554.7243297962032
min,4.14,100000.0,700000.0,700000.0,700000.0,700000.0,39433.0,0.0,0.0,0.0,2935000.0,584000.0,5010000.0,39433.0
25%,4.14,100000.0,700000.0,700000.0,700000.0,700000.0,40894.0,0.0,0.0,0.0,3160000.0,630000.0,5019000.0,40894.0
50%,4.15,100000.0,700000.0,700000.0,700000.0,700000.0,41381.0,0.0,0.0,0.0,3164000.0,630000.0,5019000.0,41381.0
75%,4.17,100000.0,700000.0,700000.0,700000.0,700000.0,41868.0,0.0,0.0,0.0,3168000.0,631000.0,5019000.0,41868.0
max,4.18,100000.0,700000.0,700000.0,700000.0,700000.0,42842.0,0.0,0.0,0.0,3274000.0,652000.0,5019000.0,42842.0
