[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  28253       tick          2635         16468         70584 
      2  28253       tick             0             0             0 
      3  28253       tick             0             0             0 
      4  28253       tick             0             0             0 
      5  28253       tick             0             0             0 
      6  28253       tick             0             0             0 
      7  28253       tick             0             0             0 
      8  28253       tick             0             0             0 
      9  28253       tick             0             0             0 
     10  28253       tick             0             0             0 
     11  28253       tick             0             0             0 
     12  28253       tick             0             0             0 
     13  28253       tick             0             0             0 
     14  28253       tick             0             0             0 
     15  28253       tick             0             0             0 
     16  28253       tick             0             0             0 
     17  28253       tick             0             0             0 
     18  28253       tick             0             0             0 
     19  28253       tick             0             0             0 
     20  28253       exit           148           133           341 
