,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,20.0,5.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0
mean,5.118999999999999,100000.0,900000.0,900000.0,900000.0,900000.0,50004.29303278688,0.0,0.0,0.0,4406802.25409836,878581.9672131147,5018022.540983606,50003.79405737705
std,0.01744163198544758,0.0,0.0,0.0,0.0,0.0,685.5700919430433,0.0,0.0,0.0,6237.753954830923,1318.6794571535531,2801.7401366276667,684.578183885397
min,5.09,100000.0,900000.0,900000.0,900000.0,900000.0,47225.0,0.0,0.0,0.0,4377000.0,873000.0,5010000.0,47225.0
25%,5.1,100000.0,900000.0,900000.0,900000.0,900000.0,49660.0,0.0,0.0,0.0,4404000.0,878000.0,5019000.0,49660.0
50%,5.12,100000.0,900000.0,900000.0,900000.0,900000.0,50147.0,0.0,0.0,0.0,4408000.0,879000.0,5019000.0,50147.0
75%,5.1325,100000.0,900000.0,900000.0,900000.0,900000.0,50634.0,0.0,0.0,0.0,4412000.0,879000.0,5019000.0,50634.0
max,5.14,100000.0,900000.0,900000.0,900000.0,900000.0,51608.0,0.0,0.0,0.0,4423000.0,882000.0,5019000.0,51608.0
