,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,11.98693533917,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,27.589732727999998,1797464.0,1771784.589
std,0.30947301190763443,0.0,0.0,0.0,0.0,0.0,0.0,0.5930785113628636,8898.082932850191,8748.255431637566
min,11.1000640657,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,25.708171,1660000.0,1639932.0
25%,12.012038644,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,27.169216,1798000.0,1770395.0
50%,12.0822839685,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,27.604421,1798000.0,1772269.5
75%,12.123620372725,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,28.00854,1798000.0,1774023.5
max,12.1874708095,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,29.531757,1823000.0,1800157.0
