,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.2619999999999996,100000.0,1300000.0,1300000.0,1300000.0,1300000.0,44563.545,0.0,0.0,0.0,3581019.0,713416.0,5017956.0,44563.058
std,0.01095445115010327,0.0,0.0,0.0,0.0,0.0,705.8772064641311,0.0,0.0,0.0,39895.441911141745,8016.183830427244,2883.466382390885,705.5524068663042
min,2.25,100000.0,1300000.0,1300000.0,1300000.0,1300000.0,42355.0,0.0,0.0,0.0,3053000.0,607000.0,5010000.0,42355.0
25%,2.26,100000.0,1300000.0,1300000.0,1300000.0,1300000.0,44303.0,0.0,0.0,0.0,3584000.0,714000.0,5019000.0,44303.0
50%,2.26,100000.0,1300000.0,1300000.0,1300000.0,1300000.0,44790.0,0.0,0.0,0.0,3584000.0,714000.0,5019000.0,44790.0
75%,2.26,100000.0,1300000.0,1300000.0,1300000.0,1300000.0,45277.0,0.0,0.0,0.0,3587000.0,715000.0,5019000.0,45277.0
max,2.28,100000.0,1300000.0,1300000.0,1300000.0,1300000.0,46251.0,0.0,0.0,0.0,3687000.0,734000.0,5019000.0,46251.0
