,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,40.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,7.7623810499824994,100000.0,599999.0,599999.0,599999.0,599999.0,28.095860428,1897750.0,1872342.5
std,0.5178967733692943,0.0,0.0,0.0,0.0,0.0,0.6214978933074129,16392.443753516807,16223.706884157611
min,7.107513718,100000.0,599999.0,599999.0,599999.0,599999.0,26.143376,1660000.0,1643104.0
25%,7.1137338329999995,100000.0,599999.0,599999.0,599999.0,599999.0,27.697679,1898000.0,1871020.25
50%,8.058574395499999,100000.0,599999.0,599999.0,599999.0,599999.0,28.086255,1898000.0,1873061.5
75%,8.136407147625,100000.0,599999.0,599999.0,599999.0,599999.0,28.505917,1898000.0,1875075.75
max,8.41196221,100000.0,599999.0,599999.0,599999.0,599999.0,29.920332,1985000.0,1956670.0
