,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,20.0,5.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
mean,4.6143837350700005,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.524524707707712,2269596.5965965968,2240670.229229229
std,0.523978630900626,0.0,0.0,0.0,0.0,0.0,0.0,0.6105626450413886,8411.297657614932,5741.627971231379
min,4.1012002953,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.873898,2248000.0,2219933.0
25%,4.105487410925,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.101798,2261000.0,2236863.0
50%,4.55588584945,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.505917,2273000.0,2240567.0
75%,5.1247478075,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.941121,2273000.0,2244459.5
max,5.212345703,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.697484,2286000.0,2260268.0
