[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   6640       tick        476609         12843       2499976 
      2   6640       tick       1358995            85       4573137 
      3   6640       tick       1360286            79       4577503 
      4   6640       tick       1360925            60       4579659 
      5   6640       tick       1361565            62       4581835 
      6   6640       tick       1359964            86       4576374 
      7   6640       tick       1357310            99       4567535 
      8   6640       tick       1357152           110       4566962 
      9   6640       tick       1354034           126       4556528 
     10   6640       tick       1287381           155       4332160 
     11   6640       tick       1372800           153       4619627 
     12   6640       tick       1358408           103       4571196 
     13   6640       tick       1356226           103       4563908 
     14   6640       tick       1362788           107       4585897 
     15   6640       tick       1359602           100       4575269 
     16   6640       tick       1358664           109       4572013 
     17   6640       tick       1355540           107       4561605 
     18   6640       tick       1358469           111       4571372 
     19   6640       tick       1360106           105       4576945 
     20   6640       tick       1357013           102       4566551 
     21   6640       tick       1351804           117       4548983 
     22   6640       tick       1358791           104       4572526 
     23   6640       tick       1359935           117       4576290 
     24   6640       tick       1361173            94       4580514 
     25   6640       tick       1360799            98       4579245 
     26   6640       tick       1356576           107       4565039 
     27   6640       tick       1358269           117       4570728 
     28   6640       tick       1360185           107       4577172 
     29   6640       tick       1358448            98       4571314 
     30   6640       tick       1352100           122       4550046 
     31   6640       tick       1357432            96       4567894 
     32   6640       tick       1359839           101       4575995 
     33   6640       tick       1265570           424       4261700 
     34   6640       exit       1112883           418       3746138 
