[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  30503       tick          1682         10388         96937 
      2  30503       tick             0             0             0 
      3  30503       tick             0             0             0 
      4  30503       tick             0             0             0 
      5  30503       tick             0             0             0 
      6  30503       tick             0             0             0 
      7  30503       tick             0             0             0 
      8  30503       tick             0             0             0 
      9  30503       tick             0             0             0 
     10  30503       tick             0             0             0 
     11  30503       tick             0             0             0 
     12  30503       tick             0             0             0 
     13  30503       tick             0             0             0 
     14  30503       tick             0             0             0 
     15  30503       tick             0             0             0 
     16  30503       tick             0             0             0 
     17  30503       tick             0             0             0 
     18  30503       tick             0             0             0 
     19  30503       tick             0             0             0 
     20  30503       exit           109           170           596 
