[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  14960       tick         14909        157958        966503 
      2  14960       tick           852        187757       1431049 
      3  14960       tick            18        207224       1586812 
      4  14960       tick           458         81468        653186 
      5  14960       tick           323          2240         67745 
      6  14960       tick           344          2209         67774 
      7  14960       tick           201          2181         68204 
      8  14960       tick           321          2189         68119 
      9  14960       tick           319          2201         67898 
     10  14960       tick           391          2100         67661 
     11  14960       tick           355          2171         66650 
     12  14960       tick           243          2183         69126 
     13  14960       tick           282          2180         68090 
     14  14960       tick           336          2190         67854 
     15  14960       tick           412          2168         66923 
     16  14960       tick           339          2240         67717 
     17  14960       tick           248          2153         68129 
     18  14960       tick           360          2208         67922 
     19  14960       tick           379          2206         67948 
     20  14960       tick           217          2181         68175 
     21  14960       tick           379          2083         67568 
     22  14960       tick           306          2262         67781 
     23  14960       tick           388          2184         67853 
     24  14960       tick           265          2176         67788 
     25  14960       tick           368          2184         67827 
     26  14960       tick           423          2124         67605 
     27  14960       tick           343          2196         67731 
     28  14960       tick           362          2193         67973 
     29  14960       tick           378          2151         67883 
     30  14960       tick           247          2220         68107 
     31  14960       tick           312          2126         67664 
     32  14960       tick           301          2176         67908 
     33  14960       tick           177          2230         68140 
     34  14960       tick           344          2217         67600 
     35  14960       tick           287          2199         67984 
     36  14960       tick           303          2208         67796 
     37  14960       tick           329          2104         67811 
     38  14960       tick           362          2207         67982 
     39  14960       tick           284          2119         68098 
     40  14960       tick           188          2173         68184 
     41  14960       tick           286          2118         65172 
     42  14960       tick           524          2285         69895 
     43  14960       tick           268          2153         68081 
     44  14960       tick           305          2182         67734 
     45  14960       tick           366          2229         67583 
     46  14960       tick           292          2178         67996 
     47  14960       tick           381          2192         67588 
     48  14960       tick           309          2157         67361 
     49  14960       tick           395          2158         67796 
     50  14960       tick           313          2210         68033 
     51  14960       tick           370          2173         67845 
     52  14960       tick           250          2135         67774 
     53  14960       tick           244          2175         68146 
     54  14960       tick           432          2163         67851 
     55  14960       tick           279          2184         67926 
     56  14960       tick           341          2193         68013 
     57  14960       tick           431          2224         67599 
     58  14960       tick           328          2169         68036 
     59  14960       tick           298          2121         67709 
     60  14960       tick           247          2192         68156 
     61  14960       tick           309          2173         67906 
     62  14960       tick           271          2189         68036 
     63  14960       tick           327          2207         67651 
     64  14960       tick           382          2153         67323 
     65  14960       tick           326          2232         67850 
     66  14960       tick           208          2178         68136 
     67  14960       tick           342          2230         67790 
     68  14960       tick           311          2171         67895 
     69  14960       tick           468          2112         67568 
     70  14960       tick           284          2216         67903 
     71  14960       tick           276          2146         67825 
     72  14960       tick           257          2193         67801 
     73  14960       tick           210          2175         67986 
     74  14960       tick           301          2202         67735 
     75  14960       tick           279          2143         67807 
     76  14960       tick           240          2145         68092 
     77  14960       tick           285          2213         67818 
     78  14960       tick           224          2189         68274 
     79  14960       tick           355          2178         67906 
     80  14960       tick           241          2179         68058 
     81  14960       tick           243          2226         68060 
     82  14960       tick           294          2165         67898 
     83  14960       tick           357          2215         67546 
     84  14960       tick           433          2230         67419 
     85  14960       tick           287          2179         67828 
