frequency,power,task,island,voltage,time,howmany,time_rel
200000,74043.89692982456,cacherate-0,big,914972.5877192982,20.256666666666668,1,0.8157046979865774
300000,101053.91228070176,cacherate-0,big,914402.4122807018,13.428333333333336,1,0.5407382550335573
400000,131261.68859649124,cacherate-0,big,915000.0,10.04,1,0.4042953020134228
500000,158892.54385964913,cacherate-0,big,914682.0175438595,8.01,1,0.3225503355704698
600000,185115.8201754386,cacherate-0,big,913837.7192982456,6.670000000000001,1,0.2685906040268457
700000,212237.49561403508,cacherate-0,big,913580.0438596492,5.71,1,0.2299328859060403
800000,247426.67763157896,cacherate-0,big,925079.495614035,4.990000000000001,1,0.2009395973154363
900000,292517.3903508772,cacherate-0,big,949994.5175438595,4.4383333333333335,1,0.1787248322147651
1000000,343072.9890350877,cacherate-0,big,974769.7368421052,3.9900000000000007,1,0.1606711409395973
1100000,385871.7368421053,cacherate-0,big,987543.8596491228,3.621666666666668,1,0.1458389261744967
1200000,443115.6885964912,cacherate-0,big,1012623.355263158,3.32,1,0.1336912751677852
1300000,504601.6600877193,cacherate-0,big,1038601.9736842106,3.07,1,0.1236241610738255
1400000,571669.7236842106,cacherate-0,big,1063799.3421052631,2.85,1,0.1147651006711409
1500000,643538.5986842106,cacherate-0,big,1088917.214912281,2.6566666666666667,1,0.1069798657718121
1600000,743156.9912280702,cacherate-0,big,1126757.1271929825,2.49,1,0.1002684563758389
1700000,861833.0,cacherate-0,big,1164846.49122807,2.34,1,0.0942281879194631
1800000,980363.4912280702,cacherate-0,big,1202853.6184210526,2.21,1,0.088993288590604
1900000,1155009.346491228,cacherate-0,big,1253259.320175439,2.096,1,0.0844026845637584
2000000,1386344.8289473683,cacherate-0,big,1316236.2938596492,1.99,1,0.0801342281879194
