frequency,power,task,island,voltage,time,howmany,time_rel
200000,125462.78728070176,cacherate-40,big,914750.548245614,6.348333333333334,1,0.7855227882037533
300000,180344.2105263158,cacherate-40,big,913941.8859649122,4.2,1,0.5196947824293668
400000,234955.38596491228,cacherate-40,big,913681.4692982456,3.15,1,0.3897710868220251
500000,285713.0285087719,cacherate-40,big,912870.0657894736,2.54,1,0.3142916065168076
600000,325805.4539473684,cacherate-40,big,912491.7763157894,2.33,1,0.2883068673953392
700000,346675.9495614035,cacherate-40,big,912519.1885964912,2.216666666666667,1,0.2742833573932769
800000,382770.3706140351,cacherate-40,big,924196.8201754388,2.1166666666666667,1,0.2619096720973397
900000,423889.01754385966,cacherate-40,big,938656.798245614,2.0683333333333334,1,0.2559290575376366
1000000,483939.6820175439,cacherate-40,big,962672.697368421,2.033333333333333,1,0.2515982676840585
1100000,546664.9429824562,cacherate-40,big,988256.5789473684,2.0266666666666664,1,0.250773355330996
1200000,612015.8442982456,cacherate-40,big,1013917.2149122808,2.01,1,0.2487110744483398
1300000,690504.3004385965,cacherate-40,big,1038996.7105263158,1.95,1,0.2412868632707774
1400000,767926.4429824562,cacherate-40,big,1064920.504385965,1.9583333333333333,1,0.2423180037121055
1500000,855576.1052631579,cacherate-40,big,1089906.798245614,1.9433333333333327,1,0.2404619509177149
1600000,980978.0460526316,cacherate-40,big,1127790.570175439,1.9316666666666664,1,0.2390183542998556
1700000,1108103.6074561405,cacherate-40,big,1166217.105263158,1.928,1,0.2385646525056712
1800000,1241325.6228070175,cacherate-40,big,1204065.24122807,2.096,1,0.2593524438028459
1900000,1447003.9736842106,cacherate-40,big,1254703.9473684211,2.08,1,0.257372654155496
2000000,1732279.0526315789,cacherate-40,big,1317875.548245614,2.048,1,0.253413074860796
