frequency,power,task,island,voltage,time,howmany,time_rel
200000,123755.59868421052,gzip-1,big,914994.5175438595,21.51833333333333,1,0.6780987394957984
300000,175597.90789473685,gzip-1,big,914248.903508772,14.223333333333334,1,0.4482142857142858
400000,227202.8464912281,gzip-1,big,913758.2236842106,10.62,1,0.3346638655462184
500000,281519.725877193,gzip-1,big,912807.0175438595,8.481666666666667,1,0.2672794117647059
600000,331589.3114035088,gzip-1,big,912412.2807017544,7.0633333333333335,1,0.2225840336134454
700000,380355.89692982455,gzip-1,big,911469.298245614,6.050000000000001,1,0.1906512605042017
800000,448660.600877193,gzip-1,big,923629.3859649122,5.291666666666666,1,0.1667542016806722
900000,516015.0964912281,gzip-1,big,938774.6710526316,4.708333333333333,1,0.1483718487394958
1000000,607900.4320175438,gzip-1,big,963788.3771929824,4.238333333333333,1,0.1335609243697479
1100000,704668.2609649122,gzip-1,big,988878.8377192982,3.8533333333333335,1,0.1214285714285714
1200000,807043.3442982456,gzip-1,big,1013999.451754386,3.536666666666666,1,0.1114495798319327
1300000,925252.6951754388,gzip-1,big,1040372.8070175438,3.2649999999999992,1,0.1028886554621848
1400000,1056582.4385964912,gzip-1,big,1065389.254385965,3.036666666666666,1,0.0956932773109243
1500000,1191428.2390350876,gzip-1,big,1091181.4692982456,2.8366666666666664,1,0.089390756302521
1600000,1356257.6776315789,gzip-1,big,1129703.9473684211,2.6583333333333337,1,0.0837710084033613
1700000,1572142.495614035,gzip-1,big,1167541.1184210526,2.508,1,0.0790336134453781
1800000,1799672.3881578948,gzip-1,big,1206192.4342105263,2.37,1,0.0746848739495798
1900000,2113965.85745614,gzip-1,big,1256537.8289473683,2.248,1,0.0708403361344538
2000000,2573047.9298245613,gzip-1,big,1321170.504385965,2.1380000000000003,1,0.0673739495798319
