frequency,power,task,island,voltage,time,howmany,time_rel
200000,124091.61403508772,gzip-9,big,914651.8640350878,22.376666666666665,1,0.6456359701851406
300000,177513.6052631579,gzip-9,big,913996.7105263158,14.793333333333331,1,0.4268333734070689
400000,231869.0548245614,gzip-9,big,913769.1885964912,11.058333333333335,1,0.3190670834335177
500000,283034.0416666667,gzip-9,big,912612.3903508772,8.833333333333334,1,0.2548689588843472
600000,337333.2390350877,gzip-9,big,911839.3640350878,7.358333333333334,1,0.212310651598942
700000,390999.9188596491,gzip-9,big,911526.8640350878,6.301666666666667,1,0.1818225534984371
800000,453078.0153508772,gzip-9,big,923451.2061403508,5.513333333333332,1,0.1590767011300793
900000,530139.8114035088,gzip-9,big,941118.4210526316,4.903333333333333,1,0.1414763164222169
1000000,617065.326754386,gzip-9,big,963843.201754386,4.415,1,0.1273863909593652
1100000,717270.0614035088,gzip-9,big,988889.802631579,4.013333333333333,1,0.1157970666025486
1200000,821077.8530701754,gzip-9,big,1014292.7631578948,3.6833333333333336,1,0.1062755470064919
1300000,937394.802631579,gzip-9,big,1040561.951754386,3.401666666666667,1,0.0981485934118778
1400000,1067551.9583333333,gzip-9,big,1065858.004385965,3.1633333333333336,1,0.0912719403702813
1500000,1195701.3859649124,gzip-9,big,1091288.3771929825,2.953333333333333,1,0.085212791536427
1600000,1390419.7039473683,gzip-9,big,1129550.4385964912,2.77,1,0.0799230584275066
1700000,1598847.475877193,gzip-9,big,1168511.5131578948,2.61,1,0.0753065640779033
1800000,1827199.2609649124,gzip-9,big,1206266.4473684211,2.47,1,0.0712671315220005
1900000,2144435.2302631577,gzip-9,big,1257250.548245614,2.344,1,0.0676316422216879
2000000,2592826.9802631577,gzip-9,big,1320978.6184210526,2.224,1,0.0641692714594854
