howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min
1,big,hash,200000,120780.0,120780.0,120780.0,130845.0,120269.4605263158,46716.0,21.3225,21.33,21.345,21.49,21.355,21.31,0.5674993356364603,915000.0,915000.0,915000.0,916250.0,915013.7061403508,915000.0
1,big,hash,300000,172020.0,172935.0,172935.0,184426.0,171983.68201754385,69540.0,14.12,14.125,14.13,14.23,14.141666666666666,14.12,0.3758083089733368,915000.0,915000.0,915000.0,915000.0,914766.995614035,913750.0
1,big,hash,400000,221859.0,222772.0,223685.0,321936.0,221713.0614035088,84180.0,10.56,10.56,10.5675,10.64,10.575,10.56,0.2810257773053414,913750.0,913750.0,913750.0,915000.0,913752.7412280702,912500.0
1,big,hash,500000,271776.0,273600.0,274512.0,287280.0,271175.4188596491,85095.0,8.45,8.455,8.46,8.51,8.463333333333333,8.45,0.2249092036495703,912500.0,912500.0,913750.0,915000.0,912853.6184210526,912500.0
1,big,hash,600000,322354.5,323760.0,325584.0,342536.0,321618.13377192983,60390.0,7.05,7.05,7.05,7.1,7.056666666666666,7.04,0.1875276818141553,912500.0,912500.0,912500.0,915000.0,912297.149122807,911250.0
1,big,hash,700000,371688.0,373920.0,375332.0,431300.0,372861.8486842105,257184.0,6.05,6.05,6.05,6.09,6.056666666666668,6.05,0.1609531402249978,911250.0,911250.0,912500.0,915000.0,911746.1622807018,908750.0
1,big,hash,800000,431436.0,433810.0,436106.0,558150.0,432712.9057017544,208598.0,5.29,5.29,5.297499999999999,5.33,5.298333333333333,5.29,0.1408007795198866,921250.0,922500.0,922500.0,925000.0,921502.1929824562,912500.0
1,big,hash,900000,500358.0,503169.0,505582.0,548730.0,500575.9210526316,272448.0,4.7125,4.72,4.72,4.75,4.721666666666667,4.71,0.1254761272034724,937500.0,937500.0,937500.0,948750.0,938157.894736842,937500.0
1,big,hash,1000000,585858.0,590319.0,592245.0,633654.0,587982.1820175438,429348.0,4.25,4.25,4.25,4.28,4.255,4.25,0.1130746744618655,963750.0,963750.0,963750.0,967500.0,963640.350877193,962500.0
1,big,hash,1100000,677768.0,681720.0,685672.0,697528.0,677199.1578947369,294115.0,3.87,3.87,3.8775,3.9,3.876666666666667,3.87,0.1030206395606342,988750.0,988750.0,988750.0,997500.0,988865.1315789474,988750.0
1,big,hash,1200000,779887.5,783049.0,788114.0,956130.0,777170.0416666666,128375.0,3.55,3.55,3.5575,3.58,3.556666666666667,3.55,0.0945167862521038,1013750.0,1013750.0,1013750.0,1027500.0,1013900.7675438595,1013750.0
1,big,hash,1300000,890240.0,895440.0,899600.0,924560.0,892259.5986842106,605055.0,3.29,3.29,3.29,3.32,3.2949999999999995,3.29,0.0875631145362742,1040000.0,1040000.0,1040000.0,1045000.0,1039980.8114035088,1038750.0
1,big,hash,1400000,1006425.0,1012815.0,1018140.0,1033050.0,1007159.1710526316,271975.0,3.07,3.07,3.07,3.09,3.0716666666666668,3.06,0.0816281335813623,1065000.0,1065000.0,1065000.0,1075000.0,1065131.5789473683,1065000.0
1,big,hash,1500000,1134640.0,1143368.0,1147732.0,1173916.0,1133712.403508772,378810.0,2.87,2.87,2.87,2.89,2.873333333333333,2.87,0.0763575161661794,1091250.0,1091250.0,1091250.0,1098750.0,1091206.1403508773,1090000.0
1,big,hash,1600000,1310736.0,1318632.0,1324272.0,1372776.0,1313617.2346491227,748913.0,2.69,2.69,2.69,2.72,2.695,2.69,0.0716183895827796,1128750.0,1128750.0,1128750.0,1133750.0,1128837.7192982456,1128750.0
1,big,hash,1700000,1504263.0,1517616.0,1527495.75,1591788.0,1502386.74122807,259233.0,2.54,2.54,2.54,2.56,2.544,2.54,0.0676056338028169,1167500.0,1167500.0,1167500.0,1173750.0,1167445.1754385964,1166250.0
1,big,hash,1800000,1714932.0,1724580.0,1734228.0,1801764.0,1720591.1271929825,1161378.0,2.41,2.41,2.41,2.43,2.414,2.41,0.0641509433962264,1206250.0,1206250.0,1206250.0,1206250.0,1205942.9824561405,1205000.0
1,big,hash,1900000,2020904.0,2034720.0,2049792.0,2091240.0,2018360.774122807,353750.0,2.29,2.29,2.29,2.31,2.294,2.29,0.0609619984055275,1256250.0,1256250.0,1256250.0,1257500.0,1256156.798245614,1250000.0
1,big,hash,2000000,2448600.0,2465760.0,2484240.0,2561419.0,2457089.8289473685,1265992.0,2.17,2.17,2.18,2.19,2.176,2.17,0.0578262024980069,1320000.0,1320000.0,1321250.0,1321250.0,1320383.7719298245,1316250.0
