,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,14.450505702060001,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,28.305147316,1771565.0,1755543.149
std,0.44348646250983437,0.0,0.0,0.0,0.0,0.0,0.0,0.5985639194722466,14412.199224493343,9814.511886914059
min,14.131434294,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,26.376522,1748000.0,1735753.0
25%,14.1593173715,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,27.884195,1760000.0,1747286.0
50%,14.302514977,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,28.288314,1773000.0,1755137.5
75%,14.430261091,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,28.707976,1785000.0,1761459.5
max,15.580662786,1.0,100000.0,399999.0,399999.0,399999.0,399999.0,30.619769,1823000.0,1817263.0
