[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  32617       tick         15258        263747       7567519 
      2  32617       tick           462          5293       1761394 
      3  32617       tick           358          5429       1751294 
      4  32617       tick           322          5449       1752829 
      5  32617       tick           314          5153       1754321 
      6  32617       tick           325          5200       1754704 
      7  32617       tick           271          5228       1753576 
      8  32617       tick           265          5161       1755416 
      9  32617       tick           328          5166       1754406 
     10  32617       tick           241          5416       1754772 
     11  32617       tick           286          5382       1754575 
     12  32617       tick           353          5448       1754330 
     13  32617       tick           340          5373       1753484 
     14  32617       tick           245          5304       1756348 
     15  32617       tick           341          5132       1755820 
     16  32617       tick           339          5267       1755222 
     17  32617       tick           308          5142       1755285 
     18  32617       tick           355          5138       1754527 
     19  32617       tick           298          5175       1751370 
     20  32617       tick           272          5232       1755663 
     21  32617       tick           294          5160       1754281 
     22  32617       tick           320          5349       1754708 
     23  32617       tick           259          5237       1755330 
     24  32617       tick           343          5194       1755875 
     25  32617       tick           298          5242       1756621 
     26  32617       tick           421          5227       1754061 
     27  32617       tick           345          5056       1755439 
     28  32617       tick           271          5186       1755609 
     29  32617       tick           289          5302       1755149 
     30  32617       tick           324          5254       1754719 
     31  32617       exit          2693          7096       1770072 
