,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.3735011945499997,7.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.421059125,2077299.0,2054677.238
std,0.2465781477667054,0.0,0.0,0.0,0.0,0.0,0.0,0.5939168929503481,61900.47874021871,62473.9829726569
min,2.1385066733,7.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.759851,1723000.0,1714777.0
25%,2.13968585915,7.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.003294,2085000.0,2068734.25
50%,2.3704379948,7.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.407412,2098000.0,2077380.5
75%,2.60905131925,7.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.811531,2111000.0,2084332.75
max,2.610634118,7.0,100000.0,599999.0,599999.0,599999.0,599999.0,31.630066,2135000.0,2108541.0
