howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
3,cpu,gzip-1,600000,3492000.0,3492000.0,3496000.0,3584000.0,3490110.552763819,2851000.0,7.1075,7.12,7.13,7.13,7.1175,7.09,1.0217484926787253
3,cpu,gzip-1,700000,3687000.0,3687000.0,3690000.0,3858000.0,3686222.891566265,2980000.0,6.1,6.11,6.12,7.38,6.341333333333334,6.08,0.9103263470188536
3,cpu,gzip-1,800000,3835000.0,3839000.0,3843000.0,3900000.0,3834527.054108216,2923000.0,5.335,5.35,5.365,5.38,5.351333333333333,5.33,0.7682074839697579
3,cpu,gzip-1,900000,3988000.0,3992000.0,3996000.0,4022000.0,3985960.826305221,3538000.0,4.76,4.77,4.785,18.73,7.410666666666667,4.74,1.063833859699493
3,cpu,gzip-1,1000000,4144999.0,4147999.0,4152000.0,4229000.0,4137558.917917918,2973000.0,4.285,4.3,4.31,11.98,5.718000000000001,4.27,0.8208440999138675
3,cpu,gzip-1,1100000,4305000.0,4309000.0,4313000.0,4332000.0,4299156.156156156,2996000.0,3.9,3.9,3.915,3.93,3.906,3.88,0.5607235142118864
3,cpu,gzip-1,1200000,4465000.0,4469000.0,4473000.0,4488000.0,4444284.284284284,3022000.0,3.58,3.59,3.6,3.61,3.591333333333333,3.57,0.5155517274380323
3,cpu,gzip-1,1300000,4633000.0,4637000.0,4645000.0,4713000.0,4611542.542542542,3103000.0,3.32,3.33,3.36,17.09,5.8566666666666665,3.3,0.8407503110345488
3,cpu,gzip-1,1400000,4797000.0,4805000.0,4813000.0,4885000.0,4757752.008032128,3076000.0,3.08,3.08,3.095,10.9,4.602666666666666,3.06,0.6607330845056943
3,cpu,gzip-1,1500000,4977000.0,4984000.0,4988000.0,5084000.0,4966124.0,3106000.0,2.87,2.88,2.88,15.54,5.311333333333334,2.87,0.762465307684946
