howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
3,cpu,gzip-5,600000,3507000.0,3507000.0,3511000.0,3606000.0,3506767.879548306,2942000.0,7.387499999999999,7.4,7.4025,7.43,7.398333333333333,7.37,1.0213989875747815
3,cpu,gzip-5,700000,3706000.0,3709000.0,3713000.0,3816000.0,3704611.83550652,3057000.0,6.34,6.35,6.365,6.4,6.353333333333334,6.33,0.8771283939254488
3,cpu,gzip-5,800000,3858000.0,3862000.0,3862000.0,3992000.0,3855471.943887776,2938000.0,5.545,5.56,5.57,5.59,5.558666666666667,5.54,0.767418315692591
3,cpu,gzip-5,900000,4014999.0,4019000.0,4022000.0,4045000.0,4011021.832160804,3515000.0,4.94,4.95,4.96,4.98,4.951333333333334,4.93,0.6835710998619422
3,cpu,gzip-5,1000000,4175000.0,4179000.0,4179000.0,4316000.0,4167138.963,2973000.0,4.45,4.46,4.47,4.48,4.458666666666668,4.43,0.6155545329038198
3,cpu,gzip-5,1100000,4335000.0,4343000.0,4343000.0,4492000.0,4328785.998,2996000.0,4.05,4.06,4.06,4.08,4.0586666666666655,4.05,0.560331339162448
3,cpu,gzip-5,1200000,4503000.0,4511000.0,4515000.0,4606000.0,4495210.210210211,3091000.0,3.7,3.72,3.72,3.74,3.714666666666667,3.7,0.5128393925448689
3,cpu,gzip-5,1300000,4671000.0,4679000.0,4683000.0,4694000.0,4660293.293293294,3049000.0,3.43,3.43,3.44,3.45,3.4346666666666668,3.42,0.4741831569259089
3,cpu,gzip-5,1400000,4847000.0,4855000.0,4858000.0,4877000.0,4834088.997,3080000.0,3.19,3.2,3.21,3.22,3.198666666666667,3.18,0.4416014726184998
3,cpu,gzip-5,1500000,5030000.0,5038000.0,5042000.0,5126000.0,5021026.0,3110000.0,2.99,2.99,2.995,3.0,2.989333333333334,2.97,0.4127013345605155
