,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,24.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,23.540000000000003,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,22901.315789473683,255.0,23092.105263157893,40806.17105263158,915035.6359649122,36913.40131578947,48446.666666666664,1020800.4385964912,48990.73684210526,106266.68201754386,916483.004385965,96725.6600877193,28406.168859649122,1215090.4605263157,34080.73245614035
std,0.0639293087850879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.56510518789514,0.0,289.4920862755912,13018.630821364603,238.969470532408,11917.040665685534,165.32643256306386,600.530740135504,23.060380421203348,4911.492956454513,487.32457309390884,4486.649773461287,2047.10082853605,324.22690226551134,2510.608007161931
min,23.47,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,22000.0,255.0,23000.0,35894.0,913750.0,32025.0,48032.0,1020000.0,48960.0,34526.0,916250.0,31178.0,26481.0,1215000.0,31590.0
25%,23.49,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,23000.0,37812.0,915000.0,33855.0,48488.0,1020000.0,48960.0,106750.0,916250.0,97096.0,27755.0,1215000.0,32805.0
50%,23.525,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,23000.0,38360.0,915000.0,34770.0,48488.0,1021250.0,49008.0,106750.0,916250.0,97096.0,28028.0,1215000.0,34020.0
75%,23.58,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,23000.0,39182.0,915000.0,35685.0,48488.0,1021250.0,49008.0,106994.0,916250.0,97202.0,28483.0,1215000.0,34020.0
max,23.73,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,23000.0,255.0,24000.0,162482.0,916250.0,147906.0,48792.0,1021250.0,49008.0,107482.0,917500.0,98119.0,50232.0,1216250.0,60800.0
