,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,200.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.0023419231435,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.232305212,1622586.0,1598122.395
std,0.014037091385397105,0.0,0.0,0.0,0.0,0.0,0.5905080928606915,14668.05221410654,13600.40929192511
min,2.001184103,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,25.272966,1610000.0,1580510.0
25%,2.001218526,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.827269,1610000.0,1589237.25
50%,2.0012669709999997,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.262474,1623000.0,1596227.0
75%,2.0014965465,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.635507,1635000.0,1605064.0
max,2.1998507117,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.003294,1786000.0,1763618.0
