,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,24.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,3.3654166666666665,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,-1.0,-1.0,-1.0,-1.0,44721.491228070176,44914.47368421053,48984.649122807015,47835.52631578947,255.0,36449.56140350877,2709117.3157894737,1049257.1271929825,2840916.6885964912,50141.0,1022527.4122807018,50870.24780701754,14225.975877192983,918665.0219298246,12500.657894736842,51821.30701754386,1216123.903508772,62256.48464912281
std,0.007790276362049165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259.8402092518522,2232.4600699992648,2430.07373101169,2496.883540474119,0.0,2057.866126360877,110429.63613417563,683.2603426764216,116383.1212551632,386.6318008784966,183.26913189622462,483.6100440649005,2114.588308844142,314.99031829078007,1980.789481096124,2773.937883669377,376.8710151995661,3367.1606103047725
min,3.35,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,-1.0,-1.0,-1.0,-1.0,37000.0,37000.0,40000.0,38000.0,255.0,29000.0,1110796.0,1045000.0,1161060.0,48944.0,1022500.0,49056.0,12017.0,917500.0,11004.0,44954.0,1215000.0,53504.0
25%,3.36,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,-1.0,-1.0,-1.0,-1.0,44000.0,44000.0,48000.0,47000.0,255.0,36000.0,2715819.5,1048750.0,2846368.0,50008.0,1022500.0,51100.0,13481.0,918750.0,11934.0,49959.0,1216250.0,59584.0
50%,3.36,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,-1.0,-1.0,-1.0,-1.0,46000.0,46000.0,50000.0,49000.0,255.0,37000.0,2727670.0,1048750.0,2859992.0,50312.0,1022500.0,51100.0,13725.0,918750.0,11934.0,51779.0,1216250.0,62016.0
75%,3.37,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,-1.0,-1.0,-1.0,-1.0,46000.0,46000.0,51000.0,49250.0,255.0,38000.0,2732328.0,1050000.0,2866500.0,50464.0,1022500.0,51100.0,14274.0,918750.0,12852.0,52962.0,1216250.0,63232.0
max,3.38,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,-1.0,-1.0,-1.0,-1.0,47000.0,47000.0,51000.0,50000.0,255.0,39000.0,2749042.0,1050000.0,2880952.0,50768.0,1023750.0,51150.0,26230.0,918750.0,23868.0,60242.0,1216250.0,72960.0
