,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,20.0,5.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0
mean,2.668,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,50356.76204819277,0.0,0.0,0.0,4856810.240963856,968604.4176706828,5018277.108433735,50356.273092369476
std,0.006958523739384567,0.0,0.0,0.0,0.0,0.0,1467.6105191038744,0.0,0.0,0.0,15733.43064118163,3158.8021014030205,2447.338431701996,1467.1118586350578
min,2.66,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,45277.0,0.0,0.0,0.0,4820000.0,962000.0,5010000.0,45277.0
25%,2.66,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,49660.0,0.0,0.0,0.0,4847000.0,967000.0,5019000.0,49660.0
50%,2.67,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,50634.0,0.0,0.0,0.0,4855000.0,968000.0,5019000.0,50634.0
75%,2.67,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,51608.0,0.0,0.0,0.0,4862000.0,970000.0,5019000.0,51608.0
max,2.68,100000.0,1100000.0,1100000.0,1100000.0,1100000.0,53556.0,0.0,0.0,0.0,4912000.0,980000.0,5019000.0,53556.0
