,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,5.318632713726667,100000.0,599999.0,599999.0,599999.0,599999.0,31.332867338,1697059.0,1673551.442
std,0.27406872592046866,0.0,0.0,0.0,0.0,0.0,0.6052557782068541,12756.419765954915,9416.660680251944
min,5.1306325764,100000.0,599999.0,599999.0,599999.0,599999.0,29.360783,1673000.0,1655809.0
25%,5.1317425843,100000.0,599999.0,599999.0,599999.0,599999.0,30.930629,1685000.0,1667395.0
50%,5.1318807481,100000.0,599999.0,599999.0,599999.0,599999.0,31.334748,1698000.0,1672091.0
75%,5.678903645,100000.0,599999.0,599999.0,599999.0,599999.0,31.769953,1710000.0,1678574.5
max,5.742704375,100000.0,599999.0,599999.0,599999.0,599999.0,33.557401,1773000.0,1754632.0
