,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,20.0,5.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
mean,20.133714571825,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.78064271643287,1762229.4589178357,1750351.0180360721
std,1.2525795581146848,0.0,0.0,0.0,0.0,0.0,0.0,0.598705817793115,9046.877465925249,7032.508400769674
min,19.1329551193,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,26.019032,1748000.0,1737247.0
25%,19.162168974375,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.355732,1760000.0,1745708.0
50%,19.404399128,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.775394,1761000.0,1748186.0
75%,21.11999258275,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,28.195056,1773000.0,1751855.25
max,23.432928823,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,29.873703,1798000.0,1774484.0
