,time,Command_4,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,10.0,1.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,2.1300000000000003,1.0,200000.0,200000.0,200000.0,200000.0,1900000.0,1900000.0,1900000.0,1900000.0,-1.0,-1.0,-1.0,-1.0,55677.63157894737,44578.94736842105,47585.52631578947,57572.36842105263,255.0,41118.42105263158,2925609.763157895,1263675.9868421052,3694356.6140350876,50568.666666666664,1022502.7412280702,51023.9100877193,14771.899122807017,918456.6885964912,13122.38596491228,35619.116228070176,1215024.6710526317,42842.833333333336
std,0.7484650960465691,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.8170621716326,2759.661507646231,3000.6096353776747,3251.242143728213,0.0,2726.9937814126943,153845.73530775344,806.4841017775217,195054.66046770476,436.9373262908848,131.00686556048518,369.8495426598587,1753.6895031099177,530.3059448303605,1679.870150705451,1950.860466585891,174.05917054989058,2370.6743118868717
min,0.0,1.0,200000.0,200000.0,200000.0,200000.0,1900000.0,1900000.0,1900000.0,1900000.0,-1.0,-1.0,-1.0,-1.0,45000.0,35000.0,37000.0,45000.0,255.0,32000.0,692946.0,1252500.0,866384.0,48944.0,1021250.0,49056.0,12505.0,917500.0,11004.0,33033.0,1215000.0,40095.0
25%,2.37,1.0,200000.0,200000.0,200000.0,200000.0,1900000.0,1900000.0,1900000.0,1900000.0,-1.0,-1.0,-1.0,-1.0,55000.0,44000.0,46750.0,57000.0,255.0,40000.0,2920840.0,1263750.0,3687960.0,50464.0,1022500.0,51100.0,14274.0,918750.0,12838.0,34216.0,1215000.0,41310.0
50%,2.37,1.0,200000.0,200000.0,200000.0,200000.0,1900000.0,1900000.0,1900000.0,1900000.0,-1.0,-1.0,-1.0,-1.0,57000.0,46000.0,49000.0,59000.0,255.0,42000.0,2949884.0,1263750.0,3724587.0,50768.0,1022500.0,51100.0,14640.0,918750.0,12852.0,35035.0,1215000.0,42525.0
75%,2.37,1.0,200000.0,200000.0,200000.0,200000.0,1900000.0,1900000.0,1900000.0,1900000.0,-1.0,-1.0,-1.0,-1.0,58000.0,47000.0,50000.0,60000.0,255.0,43000.0,2961666.0,1263750.0,3739743.0,50920.0,1022500.0,51100.0,15006.0,918750.0,13770.0,36218.0,1215000.0,43740.0
max,2.37,1.0,200000.0,200000.0,200000.0,200000.0,1900000.0,1900000.0,1900000.0,1900000.0,-1.0,-1.0,-1.0,-1.0,59000.0,47000.0,50000.0,61000.0,255.0,44000.0,3068252.0,1265000.0,3874884.0,51224.0,1023750.0,52173.0,25742.0,918750.0,22950.0,48503.0,1216250.0,58368.0
