,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.410981498406666,6.8,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.402291251,2047690.0,2028770.626
std,0.3759501446662334,0.4140393356054125,0.0,0.0,0.0,0.0,0.0,0.6160483234914439,22028.734987855412,20053.26222263834
min,2.1143861663,6.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.62521,1635000.0,1600694.0
25%,2.11444676085,7.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.977454,2035000.0,2022037.0
50%,2.1144488255,7.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.412658,2048000.0,2026063.0
75%,2.8557033135,7.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.820662749999997,2060000.0,2033978.5
max,2.855925126,7.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.339994,2260000.0,2211953.0
