,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,18.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,10.719444444444443,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,26144.736842105263,26328.947368421053,28092.105263157893,25673.245614035088,255.0,24010.964912280702,525000.2236842106,911206.1403508772,477790.0043859649,48604.333333333336,1021726.9736842106,49026.31578947369,11369.677631578947,918171.600877193,9829.21052631579,25153.51754385965,1215005.4824561405,30058.127192982458
std,0.028997408042834096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.8939944487006,759.7829284228029,838.8002669267661,820.4978339917277,0.0,805.1280362837343,12586.16626433053,283.70704212769135,11429.106959045374,191.98798802473956,607.8845026291807,23.34276490096054,2102.4054813327793,623.9447907382021,1983.694394327603,2489.8598635969206,82.692251648781,3052.049780182077
min,10.69,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,24000.0,24000.0,25000.0,23000.0,255.0,22000.0,280302.0,910000.0,255640.0,48032.0,1021250.0,49008.0,10492.0,917500.0,9170.0,23751.0,1215000.0,27945.0
25%,10.7,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,26000.0,26000.0,28000.0,25000.0,255.0,23000.0,525258.0,911250.0,478143.75,48488.0,1021250.0,49008.0,10736.0,917500.0,9170.0,24479.0,1215000.0,29160.0
50%,10.715,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,26000.0,26000.0,28000.0,26000.0,255.0,24000.0,526080.0,911250.0,479186.0,48488.0,1021250.0,49008.0,10980.0,918750.0,9180.0,24752.0,1215000.0,29160.0
75%,10.7375,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,27000.0,27000.0,29000.0,26000.0,255.0,25000.0,527176.0,911250.0,480097.0,48792.0,1022500.0,49056.0,11224.0,918750.0,10087.0,25025.0,1215000.0,30375.0
max,10.78,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,27000.0,27000.0,29000.0,27000.0,255.0,25000.0,536766.0,913750.0,488296.0,48944.0,1022500.0,49056.0,24766.0,918750.0,22032.0,46956.0,1216250.0,55936.0
