,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,4.278245109775001,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.570520261000002,1798080.0,1768886.754
std,0.26892661076166025,0.0,0.0,0.0,0.0,0.0,0.6102637635342901,14268.46835470399,15293.799398237103
min,4.1256001583,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.112095,1773000.0,1753185.0
25%,4.1265109163,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.17543225,1798000.0,1761554.0
50%,4.12724500515,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.583437,1798000.0,1765206.5
75%,4.27795408195,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.987555,1798000.0,1774087.75
max,4.737103769,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,33.852719,1986000.0,1966265.0
