,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.2770922638099997,8.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.649044301,2194659.0,2173474.896
std,0.0759907397935982,0.0,0.0,0.0,0.0,0.0,0.0,0.6202452183078853,33687.4986688915,34132.55447716037
min,2.1659499064,8.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.915281,1936000.0,1929747.0
25%,2.205601988375,8.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.220896,2198000.0,2174517.25
50%,2.318695818,8.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.640558,2198000.0,2182929.5
75%,2.32712415675,8.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.044677,2211000.0,2190489.25
max,2.333064113,8.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.536807,2260000.0,2233081.0
