,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,6.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,14.985000000000001,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22581.140350877195,23789.473684210527,24039.473684210527,21293.859649122805,255.0,21780.701754385966,37125.79824561404,915041.1184210526,33462.42763157895,48298.0,1021126.6447368421,49003.26315789474,50999.34429824561,917743.9692982456,46374.69956140351,26999.859649122805,1214997.25877193,32311.958333333332
std,0.03209361307176246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.5699098630356,614.4585281550259,694.2297078187055,733.2343028634849,0.0,629.0934964991886,11198.4654723328,238.08544779370243,10242.121583920309,165.51357302995683,382.29718158673546,14.680211772930642,2189.61444593735,495.96374284837174,2029.1638097209218,1507.6310498448022,58.53661322385587,1902.8399597826897
min,14.97,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,21000.0,23000.0,23000.0,20000.0,255.0,20000.0,32332.0,913750.0,29280.0,48032.0,1020000.0,48960.0,19276.0,917500.0,17423.0,25480.0,1213750.0,30375.0
25%,14.97,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,22000.0,23000.0,24000.0,21000.0,255.0,21000.0,34250.0,915000.0,31110.0,48184.0,1021250.0,49008.0,51240.0,917500.0,46767.0,26208.0,1215000.0,31590.0
50%,14.97,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,23000.0,24000.0,24000.0,21000.0,255.0,22000.0,35346.0,915000.0,32025.0,48184.0,1021250.0,49008.0,51240.0,917500.0,46767.0,26481.0,1215000.0,31590.0
75%,14.977500000000001,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,23000.0,24000.0,25000.0,22000.0,255.0,22000.0,35894.0,915000.0,32025.0,48488.0,1021250.0,49008.0,51240.0,917500.0,46767.0,27209.0,1215000.0,32805.0
max,15.05,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,25000.0,22000.0,255.0,23000.0,116998.0,916250.0,105908.0,48792.0,1022500.0,49056.0,51972.0,918750.0,46818.0,36036.0,1215000.0,43740.0
