,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.0,100000.0,1400000.0,1400000.0,1400000.0,1400000.0,42405.648,0.0,0.0,0.0,3084576.0,614083.0,5018073.0,42405.161
std,0.0,0.0,0.0,0.0,0.0,0.0,602.9203023509715,0.0,0.0,0.0,18479.061115210905,3773.6390064964285,2736.998750851407,601.581407016763
min,2.0,100000.0,1400000.0,1400000.0,1400000.0,1400000.0,40894.0,0.0,0.0,0.0,3072000.0,612000.0,5010000.0,40894.0
25%,2.0,100000.0,1400000.0,1400000.0,1400000.0,1400000.0,41868.0,0.0,0.0,0.0,3080000.0,613000.0,5019000.0,41868.0
50%,2.0,100000.0,1400000.0,1400000.0,1400000.0,1400000.0,42355.0,0.0,0.0,0.0,3080000.0,614000.0,5019000.0,42355.0
75%,2.0,100000.0,1400000.0,1400000.0,1400000.0,1400000.0,42842.0,0.0,0.0,0.0,3084000.0,614000.0,5019000.0,42842.0
max,2.0,100000.0,1400000.0,1400000.0,1400000.0,1400000.0,44303.0,0.0,0.0,0.0,3259000.0,649000.0,5019000.0,44303.0
