,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,11.252010035786668,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.790952791,1721634.0,1697918.975
std,0.10635266384213497,0.0,0.0,0.0,0.0,0.0,0.0,0.5929351726262548,11860.637365619046,8133.719979140791
min,11.1542942163,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,26.050118,1698000.0,1676672.0
25%,11.1617421995,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.355732,1710000.0,1691685.75
50%,11.1686054633,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,27.80648,1723000.0,1697039.0
75%,11.327097412,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,28.210599,1735000.0,1703782.75
max,11.435229297,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,30.029134,1761000.0,1737774.0
